Title,Price,Sold,Reviews,Condition,Brand,Power Source,Material,Voltage,Model,Color,Features,Item Width,Item Length,MPN,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,UPC,Binding,Item Depth,Returns,Manufacturer Part Number,Manufacturer,Type,Item Height,Item Weight,Prop65_fl,Prop65Warning,Number of Heat Settings,PackageQuantityCASuggestion,EAN,Heating Element Format,Heating Element Material,Tank Capacity,BTU Heating Rating,Control Style,Heating System,Annual Fuel Utilization Efficiency (AFUE),Mounting Location,Operating Sound Rating,Timer Control,Year Manufactured,Smart Home Compatibility,Energy Star,Energy Efficiency Ratio (EER),Area Covered,EC Range,Power,PackQty,Heating Wattage,Height,Cable Length,Colour,GTIN,Size,SHIPPING,RETURN,ITEM LOCATION,International buyers,Custom Bundle,Current Rating,Air Direction,Warranty,VAT,Width,Depth,ISBN,Assembled Product Dimensions (L x W x H),Power Type,Recommended Location,Assembled Product Weight,Heater Controls,Automatic shutoff,Product Weight (lb),Installation,Heater Type,Timer Included,Color Family,Product Width (in),Anti-freeze setting,Indoor/Outdoor,ACLI Safety Plug,Product Height (in),Thermostat,Wattage (watts),Product Depth (in),Amperage (amps),Heat Output (BTU/hour),Heating Technology Type,Certifications and Listings,Included Components,Item model number,Product Dimensions,Is Discontinued By Manufacturer,Import Designation,Batteries Required?,Assembly Required,Heating Method,Item Dimensions LxWxH,Country of Origin,Frame Material,Amperage,eBay Durapower Store Category,Tonnage,Power/Fuel Type,Area Heated (Sq Ft),Heat rating (BTU/hour),Bulb Type,Mount Location,Room Size,Portable Heater Features,Heating Product Type,Product Length (in),Department,Portable Heater Safety Features,Cord Length (in),Power Options,Voltage (volts),Warranty Description,Number of Pieces,Batteries Required,Is Assembly Required?,item_length,item_width,Battery Size,Number of Batteries,Battery Life,Motor Type,Battery Included,Bundle Description,Weight,Battery Capacity,Length,Heater Style,Resistance Properties,Style Name,Global Brand License,Home Decor Style,Theme,Price Per Unit UOM,Fuel Type,Count Per Pack,Finish,Number of Burners,Seating Capacity,Product Name,Number of Drawers,Recommended Room,Count,Age Group,Watts,Color Category,Gender,Is Assembly Required,PPU Quantity of Units,Number of Shelves,Piece Count,Mount Type,Multipack Quantity,Number of Customer Ratings,Baseboard Heating Type,Hydronic,Vented,Model No.,Item Weight ‏,manufacturer_part_number,Compressor Type,Product Type,Item Weight Major,SKU,Heating Element,Maximum Heat Power,Minimum Heat Power,Product Model,Pattern Name,product_height_in,area_heated_sq_ft,product_depth_in,heater_controls,room_size,heater_type,certifications_and_listings,color_family,portable_heater_safety_features,cord_length_in,indoor_outdoor,number_of_heat_settings,product_width_in,power_fuel_type,portable_heater_features,wattage_watts,heat_rating_btu_hour,pack_size,amperage_amps,voltage_volts,product_weight_lb,Indoor Safe,Dimensions,BTU per Hour,Safety Tip-over Switch,Heat Type,Control Type,Oxygen Depletion Sensor,Ignition,Min. Tank Capacity,Pack Size,package_length,Refrigerant,Location,Energy Rating,Country Of Origin,Number of Cool Speeds,Modification Description,Style,Manufacturer Color,Non-Domestic Product,Modified Item,Product Weight (lb.),Product Depth (in.),Accessories Included,Area Heated (Sq. Ft.),Oscillation,Model #:,Room Size (sq. ft.),Remote Control,Product Width (in.),Product Height (in.),Vent Hose Exhaust Configuration,Sub-Type,Seat Depth,Firmness,Set Includes,Number of Items in Set,Load Capacity,Stove Type Compatibility,UPC/GTIN Code,Mor Electric Heating SKU,Product Weight lb,Product Depth in,Wattage,Remote Access,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembled Height (in),Total BTU,Cord Length (ft),Heating Area (sq ft),Outdoor Living Product Type,Assembled Width (in),Housing Material,Room,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Stove Type Compability,PartNumber,Heating Capacity,Built-In Thermostat,Automatic Shut-Off,Requires Venting,On/Off Heat,Flame Intensity Control,Cord length:,Coverage Area,Amps,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,NumberOfItems,Label,Connectivity,Dosage,Product,Format,Compatible Brand,Compatible Model,Author,Book Tittle,Language,Batteries Included?,Finish Types,Item Package Quantity,Specific Uses,Air Flow Capacity,Special Features,Part Number,Batteries,Room Coverage Area,Return,state limitations,Product name,Rated Voltage,Power line,Main material:,Product Meas,Heating power,Use,Net Weight/Gross Weight,BoxSize,Package Include,bulb_type,mount_location,product_length_in,MaterialType,Heating Element Type,Plug Type,Cord Length,Overall Height,Overall Width
Desa Reddy Kerosene Heater Spark Plug M10962-2 Lot of 10,120.0,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Desa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseboarders Baseboard Heater Cover 4 ft. White Galvanized Steel Easy Slip-On,117.14,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Baseboarders,,,,BC001-48,,,,,BC001-48,,,N/A,0080687031856,,,,,,,,,,,,,0080687031856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Electric Ceramic Portable Space Heater w/ Remote Control 1500-Watt Motion,119.67,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,Ceramic,,CC23150,Black,,,,CC23150,Varies Smart Home Protocol,,Varies Manufacturer Warranty,0046013769329,,,,,,,,,,,2 Heat,,0046013769329,,,,,,,,,,,,Varies Smart Home Compatibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Electric Ceramic Space Heater Black 1500-Watt with Remote Control,118.99,30-day returns,"[""this little heater will heat your small room to a toasty comfort level in just minutes, with the remote control everything is a snap and no need to get out of your seat, it is that easy to use, it's compact so it fits anywhere in a room giving you space, this product was a really good price,"", ""I love this heater. My wife dragged me to Lowe's to by a heater. I told her that we should buy a ceramic heater instead of a infrared heater. But like always she didn't want to listen. We ended up buying a heater for 150. This heater looks like old cast iron heater and it takes like an hour to make a room comfy. BBUUUUTTTT this Lasko heater is the BOMB and very worth it."", ""Works like a champ.  This heats my 250 square foot garage that is like an ice cube, otherwise.  I really like the thermostat feature.  I've had two of these in the past, and they have always worked well."", ""We have a small house in s.e. mich.. about 700 sq. ft. on the main level.  several years ago our furnace quit and we've been using ceramic heaters ever since.  I bought this lasco heater this fall to see if it could do better than the previous heater and it has been keeping the wholehouseat about 66 to 68 degrees so far.  Right now we are having the coldest below zero weather in years and it is still keeping things at around 60 with no other heater. needless to say, we have turned on an additional ceramic heater and the temp in the living room isaround 65. I repeat we have no other furnace or heater in the housethe basement stays around 60 all the time but as soon as the outdoors temps rise into the 20's and 30's it will be about 68 in here and we will only need the large Lasco heater.I am very happy with this heater."", 'Works well and looks like the picture, but not quite the remote I was looking for.  I understand the remote that actually went with my upright fan, the model is now out of date or for sale.', 'I plugged the space heaters in immediately and it took the chill right off the house love them. I have a heat pump and when the temperature gets below 32 the system needs help. These are perfect.', 'Quiet; Very powerful; Many fan &amp; heat speed/temperature options. Delivered much faster than even my dog\'s favorite (E-bay) dog food! The back of this unit is not even the slightest bit warm, even when temperature and fan speed are at ""max""! Greatly helps supplement our home\'s central heat, even during extremely cold weather.', ""This heater warms my apartment way better than the heating sytem for the apartment. It's easy to move around and it does not get hot so you can move it without the danger of getting burned bu holding the sides. Good choice for anyone who has to use gas heat or heat a lot. Could save you a lot of money."", 'Actually, my 5/6 year old unit is STILL GOOD. but the remote died from battery corrosion.So, I now have TWO GOOD EXCELLENT HEATERS- with One REMOTE. * works on both👍🏻', ""This heater provides a great deal of heat for a large room/ recommend it for purchase, if a person is interested a quality heater.....it's well worth the investment/ Thank you.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Plastic,110 V,760000,Black,"Portable, Thermostat, Timer, Remote Control, Cool-Touch Exterior",16.8in.,,760000,Ceramic,,,0046013768520,,,,,,Ceramic,,,,,2,,0046013768520,,,,,"Remote Control,Touch",,,Portable,,,,,,,,,750-1500W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"F232000 Buddy Portable Propane Heater, 9,000-BTU - Quantity 1",115.03,6 watchers,"[""I bought this heater for my small garage workshop. My electric heater kept tripping the breaker while using other equipment. I was afraid of other gas heaters due to their carbon monoxide emissions. This was one of the few gas heaters rated for indoor use. It also has an oxygen depletion detector and tip over cut off feature which I thought was very important.This heater silently keeps my shop warm in even the coldest temperatures and can also be attached to a 20 pound propane tank with an accessory hose ~ which I also purchased. I've run this heater for up to 6 hours uninterrupted with no noticeable fumes and since all the heat is focused out the front, it can be set close to a wall with no worries.I know I'm going to get a lot of use out of this heater. It was a very reasonable price and filled my needs perfectly. Highly recomend the Mr. Heater Buddy for heating small spaces."", 'Here in Monterey County the weather can be colder in the evenings. At my home we cut of the central heating back in ‘88 so we all dress up like eskimos to keep warm. Don’t get me wrong. We do use electric heaters in certain areas but after purchasing this Portable Propane heater, it was Heaven sent. I recommend this product with all my heart. It is compact. It is durable. It is easy to refuel. It is warm to hot. And now, as we speak, the 5 ft extension hose just arrived. When connected from my Gas Buddy to a 20 lb propane tank, I should get at least 24 hrs of constant heat. Thank you for your time. ', 'The last power outage we only had kerosene heaters.  They are big, bulky, heavy, require pouring fuel and the fumes left us wheezing and coughing.  Therefore, we found these Mr. Heater, bought two and what a difference.  Small enough to be moved from room to room and so much safer.  You will love Mr Heater.', ""Small and practical for portable heat when equipped with a disposable bottle, it's even great for a more permanent heat source - just pair this heater up with a hose and a large refillable propane bottle.  It even has a pilot light for easy on and off use.  Two heat settings, 4000 and 9000 BTUs.  The back of the heater stays cool to the touch, so it can be used backed against a wall.  Six stars for this heater."", 'Really nice heater. Relatively easy to operate and has safety features. Heater will not run all night, though with the small propane cylinders. ', ""Love this portable propane heater. Can't wait to take it camping. In the meantime, we use it around the house to warm up and enjoy the heat it produces. If the power goes out, we will stay warm with this heater!"", ""This is a very good product.  What is different about Mr. Heater compared to other small heaters is that it uses 1 lb. propane tanks, thus it does not have to be plugged in or placed near an electrical outlet.  It is easy to use and have a anti tip safety feature that will cut the unit off if the unit is tipped.  Keep on hand a few 1 lb. propane cylinders, and you're good to go.  Very good heater for small spaces and can be used indoors."", 'Great propane heater with 2 settings. I also bought a 12ft hose to connect to a 5 Gallon propane tank. The low setting was enough to warm my 29ft motor home. Perfect.', 'Purchased the additional Mr. Heater 10\' hose (item F273704) that you don\'t have to use a filter and connected it to a 20 lb. bottle of propane.   Easy to light and ran all night on low to keep my greenhouse warm.  I used a 1.5"" PVC water pipe and ran the pipe under the foundation of my greenhouse and then ran the hose through it outside where the tank was located.  For safety reasons, you aren\'t supposed to have the 20 lb. tank inside near the heater.  I cut up an old wash cloth and stuck it inside the pvc pipe to keep bugs and cold air from entering into my greenhouse. So easy to do.  ', 'Product operates exactly as advertised, which nowadays is not always the case. It functions easily and simply. Really like the option to go to larger capacity tank for longer use periods or not having to change out bottles constantly.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Battery,n/a,n/a,MH9BX,Black,n/a,9in.,14.25 in,"F232000, MH9BX",,China,,0089301320000,,14.25in.,,,,Heater,,,,,3,,0089301320000,,Copper,20 gal,4000-9000 BTU,Rotary Knob,Heat Pump,,Floor,,6 hrs,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Cyclonic Ceramic Heater 1500-Watt Auto Shut Off Digital Display Plastic,115.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,Plastic,,,Black,,,,,,,,7445036030066,,,,,,Does not apply,,,,,2 Heat,,07445036030066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,Electronic,,9.01 lb,,Forced Air,,Blacks,17.63 in,,Indoor,,24.75 in,,1500 W,8.25 in,12.5 A,,,ETL Certified,,,,,,,,,,,,,,,Electric,300,,,,Medium,"Digital Display,Handle,Thermostat,Timer",,,,"Auto Shut Off,Cool-to-the-Touch",72,Plug-in,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Electric Portable Heater Remote Control Thermostat Timer Plug-In Black,118.54,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Ceramic,120 V,Does not apply,Black,Timer,15.65 in,N/A,Does not apply,,,3 Years,Does not apply,,7.65 in,,,,Portable Heater,,,,,2,,Does not apply,N/A,N/A,N/A,N/A,Remote Control,Forced Air/Fan,N/A,Floor,Standard,8 hrs,,,Compliant,N/A,300 sq ft,A+++ - D,1500 W,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr Infra Heater Dr-978 Dual Heating Hybrid Space Heater, 1500W With Remote , Mor",116.01, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unknown,,,,DR-978,Black,,,,Does Not Apply,,,,7445049940970,,,,,Dr Infrared Heater,Does not apply,,10 pounds,,,,,0744760020372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heater remote user manual,DR-978,10 x 9 x 12 inches,,,,,Radiant,,,,,,,,,,,,,,,,,,,,,3 year parts & component warranty,1,No,No,90,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dimplex Emc4240g Portable Electric Jobsite & Garage Heater, 4800W, 240V Ac, 1",116.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",DIMPLEX,Electric,metal,N/A,EMC4240G,N/A,"Portable Electric Jobsite & Garage Heater, NEMA Plug Configuration 6-30P, Overall Height 12 1/2 in, Overall Length 12 1/2 in, Overall Depth 7 1/2 in, Overall Width 9 in, Voltage 240V AC, 1 Phase, Wattage Output 4.8kW, Air Temp. Rise 45 Degrees F, Housing Finish Powder Coated, Housing Color Gray, Housing Material Steel, Heating Method Fan Forced, Heating Capacity 16, 377 BtuH, Amperage 20A, Air Flow 300 cfm, Frequency 60 Hz, Thermal Overheat Protection Manual Reset",9.500,10.700,EMC4240G,,CN,1 year,781052119963,,9.500,,,,Heating Equipment > Heaters & Furnaces > Electric Heaters & Acces,,,,,,,,,,,,,Forced Air/Fan,,portable,,,,,,,,,,,,,N/A,,,,,,,,No,,,,,9.500,9.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,No,No,13.5,N/A,10.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Glo 50K-80K BTU Convection Propane Tower Portable Heater (P15022699),119.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",THERMOHEAT,,,,RMC-LPC80,,,,,,,,,872076015345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Room Space Heater with Auto Climate Control Bedroom Portable Adjsutable,116.28,30-day returns,"['Unit arrived before its scheduled arrival date, works as described, and accurate with temp auto set, I just hoe the timer button will have a (0) settings because right now if you hapen to have mistakenly click that button, then you have to click it 12 more times to bring it to (0) again, because it has a 12 hour settings, and there is no way to cancel it unless you click the same button 12 more times to bring it to (0) againunit circulate the air evenly all over the room with its unique twirling vent movement, product is quiet and works niceAnother thing I wish the digital display was  a lit up display, to set up the unit Temp you need a lot of light to see the digits on its some what dark screen', 'This Vornado heats entire room quietly &amp; evenly and the thermostat keeps the temperature exactly where you want it. Quality product. Did have to temper out the smell it emits on first use. Just ran it on high outside in shed for about 8 hours until the odor was no more. No problem!!', ""Damn near perfect. I love the timer and the option to set temperature down to the exact degree.  It's so quiet you don't notice it's running until you either get up real close, or you feel the warm air blowing. Only thing I would add is the ability to have it turn on at a certain time in addition to the current option of turning off."", 'Product is good - it is hard to figure out how to shut of the item though since it is all digital now.', ""I had an older version of the AVH2. Had it for many years til it finally gave out and I purchased this newer unit. I have it in my bedroom on low heat set at 66 degrees. It puts out some decent heat even on that low of a setting. Not good for a very large room but, smaller rooms you just can't go wrong. Excellent product..... !!!!!!"", 'Best of the Vornado whole room heaters for functionality - some of the others come on as fan each time you turn them on and you have to then set heat temp whereas this one remembers how it was last set.We have 3 of them in our house to bump up the heat just where we need it.  My grown-up kids all have them too after seeing how great they are.Definitely saves on heating costs and we use less propane because of it.', 'I am using the Vornado AVH2 to heat part of a large finished basement space. It runs very quietly and does a good job of heating up the space quickly.', 'Product as expected.  Warms this space very well.', 'It is all you said it would be,quiet, and heats a room without much effort.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Vornado,,,,AVH2 Plus,,,,,AVH2 Plus,,,,043765009765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm Portable Infrared Heater 1500W HS-1500-ILODG,, , ,,Heat Storm,Electric,,120 V,Heat Storm HS-1500-ILOD,,,,,,,,,,,,,,,Portable Heater,,,,,,,,,,,5200,,Infrared,,Floor,,,,,,,1000 ft²,,1500W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Vintage Lakewood Model 300 Electric Portable Space Heater Box Retro Mid Century,119.0,30-day returns, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Lakewood,Electric,,,lakewood 530,,Portable,,,Does Not Apply,,,,Does not apply,,,,,,Kickspace Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro kotatsu heater halogen heater MHU-601E(K) New Japan,119.99,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Metro,Electric,,100 V,,Black,,,,MHU-601E(K),,,,4948309101454,,,,,,,,,,,1,,4948309101454,,,,,,Furnace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
