Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,MPN,UPC,Country of Origin,Air Direction,Colour,Location,Height,Depth,Width,EAN,Energy Efficiency Rating,Bundle Description,Cable Length,Size,Gender,Dial Color,Department,Lot,Type 1,Mounting & Moving,Control Type,Suitable Location,Refrigerant,Design,Tube Length,Wattage,Shape,Number of Pieces,Towel Rack Length,Modified Item,Mounting,Item Height,Style,Recommended Environment,Heating Technology,Heater Style,Noise Level,Modification Description,Room Coverage Area,Manufacturer Color,Time Control,ISBN,Application,Temperature,Cover material,Perfermance,Product Name,Power (W),Unit Quantity,Current Rating,Hight,Tonnage,Name,Power Cord Length,Product Power,Product Height (in),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Room Size,Heater Type,Certifications and Listings,Color Family,Portable Heater Safety Features,Cord Length (in),Indoor/Outdoor,Product Width (in),Power/Fuel Type,Portable Heater Features,Wattage (watts),Heat rating (BTU/hour),Amperage (amps),Voltage (volts),Product Weight (lb),Bundle Listing,Package Contents,Voltage:,Power ：,Product color:,Power supply:,Packing:,Product Lot Quantity,Compatible Model,Manufacturer,PackQty,Motor power,Power supply,Plug type,Shape material,Color box size,Product gross weight,Remarks,Origin,Room,Heating Wattage,Heating Element:,Use:,Certification,Rated voltage:,Switch type:,Rated power,plug,Types of heating appliances:,Electric Heater Type:,How to heat it:,Installation:,Protection Properties,GTIN,Max. Power (kW),Voltage Supply,Power Type,Protection,Manufacturer Part Number,ProductType,Item Weight,Heating Method,Item Dimensions LxWxH,Stock #,Control Way,Driving Mode,Temperature of Air Outlet,Tube Material,Warranty,Maximum power,Installation,Use,Model Number,Heating Element,Function,Electric Heater Type,Area Heated,Number of Speed Settings,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word,Key Word 2,Key Word 3,Key Word 4,Length,Height (In.),Width (In.),Phase,Watts,Non-Domestic Product,Ship Fullfillment,Returns,Costumer Care,Up to 32 Degrees,Heater Voltage,Portable,Easy To Carry,Easy To Clean,Secured Payment,Limited Discounted Stock,Highest Quality,Made For,40$OFF SALE,Prop65_fl,Prop65Warning,Application:,Electric Heater,Heater Plug Type:,Heater Type:,Item Type,Item model number,Is Discontinued By Manufacturer,Package Dimensions,Heat Output,ItemWidth,ItemLength,ItemHeight,Model No.,Item Weight Major,Item name,wall heater,Control,Christmas gift,Batteries Required,Product Dimensions,item_width,item_length,Number Of Speed Settings,Voltage (v),Sku,Plug Type,Temperature Range,Timing Time,Wind Speed,Package,Quality,Positive,Ships From,Made in,payment,Heating BTU
"Hyco Tubular Heaters 45W, 80W, 135W, 180W, Clips, Guards, Plug-in Thermostat ",6.5,266 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Sahara,,,,,,Steel,,,Electric,Tubular Heater,,,,,,,,"Floor, Wall",,1,,,,Hyco,,Plug In,,,Immediate Area,,240 V,,,,,White,"Greenhouse, Kennel, Shed, Caravan, Garage, Greenhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KERO SUN Toyostove Heater Wick (#20450113) 2pcs,40.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,SPACE HEATER,,,,,,,,,,,,,,KEROSUN,,,,,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autojack Portable Electric Fan Heater 2000W 2KW with 3 Heat Settings  240V,29.99,310 sold,"[""smaller than I expected, but works beautifully with an output that belies it's size, light weight, looks good as well.J.B.."", 'The unit is very light to carry.  But it gives off a very good heat.', 'small,strong, looking nice and is safe ', 'very solid and well made', 'Ideal for warming up sheds, Garages and other rooms. ', 'Does what it says it does heats up room so quick', 'Great little heater well worth it ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Strip,Autojack CHE2KW,,,210 mm,130 mm,,"Ceramic, Aluminium",,Not Applicable,"Fan, Electric",Portable Heater,Auto Shut-off,,,,2020,Standard,Not Applicable,"Floor, Desk/Tabletop",260 mm,3,11 - 20 sq m,1501-2000 W,6000-6999 BTU,AutoJack,1 Year,"Rotary Knob, Switch",Ceramic,A – G,Forced Air/Fan,Not Applicable,230 V,CHE2KW,,,1-Way,White,,,,,5060504002059,Compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Ceramic 900w Portable Electric Space Heater with Remote Control,35.99,85 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Not Applicable,Shop LC,India,No,Not Applicable,Not Applicable,Not Applicable,ABS (acrylonitrile-butadlene-styrene),5 Stars,Not Applicable,Electric,Home,Adjustable Speed Regulation Automatic Overheat Protection Flame &,Not Applicable,Not Applicable,Black,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Shop LC,None,Not Applicable,Not Applicable,A++ - E,Not Applicable,Not Applicable,Not Applicable,bd3675408,688187168678,,,,,,,,,,Not Applicable,Not Applicable,7.48''x4.72''x4.92 Inches,Women,Not Applicable,Home,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V/24V/110V/220V 2PCS PTC Heating Element Air Heating Sensor Hair Dryer Heater,22.07,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,1,,,,,,Ceramics,,,,PTC thermistor,,,,,,,,,,,,,,Unbranded,,,,,,,12 V,Does not apply,,,,,,,,,,,,,,,,,,PTC thermistor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Heater Electric Fan Space Heater Household Mini Wall Heating  Warmer ,35.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,500W,,,,,,Ceramic,A+++,,"Electric, Fan",Portable Heater,,,,,,11-20 dB,,Wall,,Variable,,301-400 W,2000-2999 BTU,LISM,,"Analog/Mechanical, Dial, Push Button, Remote Control, Touch",,,Forced Air/Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Comfort Zone Portable Electric Freestanding Tabletop Fireplace Space Heater, Red",39.59,30-day returns,"['This is perfect for a small space like a bathroom or bedroom. My FIL gave us our first one and we have had it for over a year and love it so much that we wanted another one for the other bathroom/room. Little but powerful.  The only drawback is the hum of it running, but most heaters have that.', 'This attractive heater warms cold hands &amp; the room quickly!  It also works great when placed on low volume beneath sink to prevent pipi from freezing.  Wish I had 2 more!!', 'Works great! This puts out a lot of heat, isn\'t too noisy, and is just the right size for my small camper trailer. The ""just the lights"" setting is nice if you just want to look at a pretty fire without the heat too.', ""Love it! It warms up my medium size room in no time. It doesn't take up much space and is powerful. And the cozy fireplace is calming. It makes me feel safe with it turn off switch if it tilts over."", ""Pumps a lot of heat, especially for its size. It's compact and portable, yet heats larger rooms than expected. The fireplace feature is also quite relaxing and enjoyable to look at. "", 'Works great!  Love the 3D flames and the fail safe of shutting off when you lift it up.  It can heat up a whole entire basement no problem.  It’ll keep me nice and toasty this winter since my steam radiator barely works in my apartment!  ', ""I bought this heater to use to warm a living room with vaulted ceilings. It has a cool LED flame effect that can be used alone or in conjunction with heat.  I find that the lowest setting is more than adequate for keeping the living room warm. The only thing that could be better would be if it had a thermostat. Otherwise it's pretty much perfect.  The fan is silent and I have to get next to it to barely hear it running. I'd highly recommend it to anyone. "", ""Produces the right amount of heat for the space I'm where I have it.  Nothing bad about this unit.  Highly recommended."", 'I love this small heater! It puts out a lot of heat and it’s decorative like a real wood burning fire. I use it in my living room which a big space, and it heats it really well. I love my purchase, and I do recommend this product. ', 'Great heater for my bathroom! And a cute little fireplace to look at too :)￼￼']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,CZFP1,,,,12 in Box Size,,"Ceramic, Plastic, Metal, Steel",,,Electric,"Unit Heater, Air Heater","Handle, Cool-Touch Exterior, Carrying Handle, Comfort Zone Czfp1 Mini Electric Fireplace, dual wattage, Wall Mountable, Carrying Handle,Overheat Protection, Automatic Shut-Off,Cool-Touch Exterior,Overheat Protection,Power Indicator, Adjustable Height, Handle,Mini, 600/1200W, Bladeless, Mini, Overheat Protection, Heater, Adjustable Thermostat, Indoor, Portable, Carry handle,Safety tip over power cut off switch,Simulated flame,Dual wattage, 600/1200W,3 position rotary heat controls,Portable, Dual wattage for heat control , Ceramic red , 3-position rotary switch , ETL listed , Safety temperature overheat cutoff switch & safety tip-over power cutoff switch , High-efficiency PTC ceramic heating elements, Automatic Shutoff,Tip-Over Safety Switch,Portable, Power Indicator, Portable,Thermostat,Overheat Protection,Wall Mountable,Power Indicator, Tip-Over Safety Switch, Mini Fireplace with simulated 3D flames has high efficiency, Carry Handle, Adjustable Thermostat, Bladeless, Safety temperature overheat cut off switch, On/Off switch",Ceramic,15 Minutes,"Red, Multi-Color, Beige, Black",,,,"Portable, Wall",9.5 in,3,750 to 999 sq ft,1200,,comfort zone,,"Dial, Switch",,,Convection,,120 V,"125062, CZFP1",0075877125064,,,,,,,,0075877125064,,,,,,,,,,Free Standing,Mechanical,Indoor Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasco Ceramic Tower Heater With Remote Control Oscillating 1500 Watt NEW Open ,,Last item available, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,Ceramic,,,,Tower Heater,Oscillation,,,,,,,,,,,,,LASCO,,Remote Control,,,,,,,0046013775238,,,,,,,,,,,,,,,,,,,,,HC-12a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW ProFusion Heat Ceramic Heater with Thermostat FH131,35.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Ceramic,,,,,,,,Black,,,,,,,,,,ProFusion Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko 100 MyHeat Portable Personal Electric 200W Ceramic Space Heater, Black",36.99,75 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Lasko MyHeat 100,Unknown,,,4.3 in,,"Ceramic,Plastic, Ceramic, Plastic",,,Electric,"Unit Heater, Electric Portable Heater, Ceramic","Thermostat,Mini,Handle,Nonslip BASE, Handle, Indoor, Cool-Touch Exterior, Portable, Automatic Shut-OFF!,Cool-Touch Exterior,Overheat Protection,Power Indicator, Portable,Remote Control,Cool-Touch Exterior,Overheat Protection, Power Indicator, Automatic Shut-OFF!, Cool-Touch Exterior,Overheat Protection,Portable,Remote Control, Heating, Energy Efficient, Mini, Remote Control, Overheat Protection, Heater, Cool-Touch Exterior,Portable",Ceramic,24 Hours,"lemon yellow, Green,Black, Black, Green, Off White",,,,"Desk/Tabletop, Portable",,1,Under 150 sq ft,200,,Lasko,,"Switch, Push Button, Switch,Touch, Touch",,,Convection,,120 V,100,0046013764409,,,,Bedroom,,,,0046013764409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylite Slimline Ecoheater 300mm, 500mm, 750mm, 1000mm, 1500mm",19.5,89 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Hylite Ecoheaters,,,,,,Steel,,,Electric,Tubular Heater,,,,,,,,"Floor, Wall",,1,,,,Hylite Slimline Ecoheaters,,Plug In,,,Immediate Area,,230 V,,,,,White,"Greenhouse, Kennel, Shed, Caravan, Garage, Greenhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW Roadpro 12v RPSL-681 12-volt Ceramic Heater/fan (rpsl681) FREE SHIPPING. ,39.5, ,"["" As my house was damaged in a recent mudslide, I'm living in an insulated shed, and my power system consists of 6 golf cart batteries, an inverter and an inverter generator.  I ordered this item so that I could heat the shed without running the generator or inverter. As an electronic technician, I also disassembled it to see what quality it was, and how easy it would be to add a thermostat to it.  It's nicely made, has a good quality, quiet fan, and uses a relay to control the heater element, which means less wear and tear on it's control switch, and easy to modify for a thermostat.  It works well, and is quite adequate to get the 8x10 shed comfy when it's low 40s outside. I haven't modified it yet. Draws about 25amps. Heats up in a minute or two, and puts out a pleasant warm breeze. It's running as I type. Unlike a lot of those cheap window defroster units, it's a solid, well built product that will last, puts out a decent level of heat and doesn't sound like it's about to self-destruct any second like those cheap units.  Computer style fan should last for years..  Quite pleased with this product. "", ""I purchase one of these becausenthey are advertised well. It seemed to be my best bet when the heat in my work truck went bad and I didn't have $1,000 at that time to fix it. We only had a few more weeks of winter left so I figured this would get me through. WRONG! First of all these couldn't warm a person up nor warm the passenger compartment of any vehicle even if left running for a week(seven(7) straight days). Not to mention after only three(3) times of turning it on in an attempt to lessen the cold ride to work the thing just completely pucked out on me. I decided to take it apart to see why the most expensive aftermarket 12v vehicle heater crapped out on me. Well simply put everythong about it was just cheap. The thin guage wires used in the internal workings of this heater I think are a hazard. They would never handle the current needed to warm the heating element. I'm very thankful that my mistake of purchasing this unit didn't end way worse. Because the sheer lack of quality is dangerous, it easily could have caught my truck on fire. Terrible quality! BEWARE - WARNING! SAVE YOUR MONEY - This heater is just like throwing cash in the trash can!"", 'I use these units to heat my tractor cab. You definitely want to be sure you wire heavy enough to handle the load (#12). Then if you lose heat capability and you feel you have the ability, open it up and check the wiring where the power comes in. They have a tendency to unwire and that is an Achilles Heel. I had to beef up my last one and then it worked fine.', 'I bought this because the heater in my truck doesn\'t work. I used this heater exactly 3 times for a total less than 3 hours, and it burned up. The nasty stench of burning wires  and choking smoke filled the cab I had to pull over on a cold winter morning on the way to work and get out of the truck to get away from the nautiuos smell.. DON""T BUY THIS PIECE OF CRAP!  And I am being nice  calling it crap! ', ""At first I was very happy with the heater.  My heater in my car wasn't working so I bought this as a temporary fix until I could get it repaired.  It was easy to hook up and warmed my car's interior quite well.  Then after a few days it stopped making any heat.  It now just blows cold air."", 'received heater on time,looked exactly as picture in ad,works ok so far,wish fan was stronger,but i am pleased overall', ""Doesn't put out a lot of heat but does require a lot of power in it's attempt. Buries 1700 CCA of battery in a couple of hours. Need's continuous amp input to maintain a lesser rate of discharge. And if you're going to have to run your engine anyway might as well use your regular heat source of hot water.Unit is well constructed though, and of a clean, compact design."", 'fan is separate from heater, if you want heat  the fan does not work', ""I purchased this as auxillary heat for my snowblower tractor because when cold out, my tractor won't throw heat.  I like the easy installation, small size, nice looking, but it won't throw very much heat.  The fan will not kick out the heat that is being producted."", 'Should you buy this product? It really depends upon your application need. I put this in my truck due to no floor board heat. It does help but the heat is so so at best. The blow power is very minimal but it does help for my application']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,,,,,,,Ceramic,,1 gal or Less (5 L),"Fan, Battery, Electric",,,Bluetooth,,Black,2019,Standard,,,,3,100 sq ft or Less,,Less Than 2000 BTU,RoadPro,,"Dial, Rotary Knob, Switch, Push Button, Analog/Mechanical",Brass,,Forced Air/Fan,Less Than 80%,12 V,RPSL681,0045464230990,,4-Way,,,,,,,,,10ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handy Heater HEATP-MC1 350W Heatwave Electric Ceramic Parabolic Space Heater,35.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,HEATP-MC1,,,,,,Ceramic,,,Electric,Portable Heater,Auto Shut-off,,,Black,,,,,,2,201-250 sq ft,350 W,,Handy Heater,,,,,"Radiant, Convection",,,HEATP-MC1,0735541181207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100mm X 150mm,120W@220V, w/ 3M PSA, Keenovo Universal Silicone Heater Pad/Mat",27.21,26 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,KEENOVO,,,,,,,,K10001500120220P,,,,,,,,,603629512598,,,,,,,,,,,,,,Custom Design Welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Water Heating Element 1500W 15A Thermostat Temperature Control Switch,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,0795102120,China,,Standard,Standard,,Copper,A,Standard,Electric,Electric Water Heater Parts,Thermostat,,,Multicolor,,Standard,Other,Other,Standard,1,Other,1500W,Standard,Unbranded,,Switch,Copper,A - G,Boiler,Standard,250V 50Hz,0795102145,381672894280,,,,,,,,,,,,,,,,,,,,,,,285mm,1.5kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell 360 Degree Surround Heat BLACK Heater Electric 1500W Portable,35.99,6 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Portable Heater,,,,Black,,,,,,,,,,Honeywell,,,,,,,,HHF360VWM,092926493608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW OEM MR HEATER REGULATOR-F273606-FOR MH12T, MH24T, MY42T-FAST FREE SHIPPING ",37.99,6 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,"MH 12T, MH24T, MH42T",,,,,,,,,Propane,,,,,,,,,,,,,,,MR HEATER,,,,,,,,F273606,089301736061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTRIC TOWEL WARMER DRYER RACK, 6 BARS, FREE STANDING",40.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,China,No,,,,Aluminum,,,Electric,heated Towel Stand,Electric,,,Silver,,,,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rectangle,1-Piece,23,No,Freestanding,36 in,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Gas Fan Heater Stove Piezo Ignition Winter Camping Space Fast Warmer,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,Iron + stainless steel,,,Gas,Radiant Heater,Mini,,,Silver,,,,,,2,,,,Unbranded,,,,,,,,Does not apply,,,,,,14cm,,15cm,,,,,,,,,,,,,,,,,,,,,,,,Modern,Indoor/Outdoor,Radiant,Radiator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
