Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,Color,Country/Region of Manufacture,Custom Bundle,UPC,Air outlet temperature,Control method,Driving mode,Lamp tube material,Item model number,Manufacturer,Warranty Description,Item Diameter,Assembly Required,Is Discontinued By Manufacturer,Product Dimensions,Material Care Instructions,Country of Origin,Batteries Required?,Item Weight,Department,Heating Method,Item Dimensions LxWxH,Import Designation,Number of Pieces,Specification met,Included Components,ISBN,Year Manufactured,Smart Home Protocol,Current Rating,Smart Home Compatibility,Energy Star,Refrigerant,Timer Control,Tonnage,Air Direction,Manufacturer Warranty,Cable Length,Contents of the package,Manufacturer Part Number,Plug(Option),Gear,Product Size(L * H),Binding,Returns,Shipping Weight,SHIPPING,RETURN,ITEM LOCATION,International buyers,Heating Wattage,Height,Width,Net weight,Overall dimension,Power cord length,Frequency,Package includes,Power (W),Modified Item,Depth,Finish,Size,Model No.,Style,Heater Controls,Wattage (watts),Product Weight (lb),Room Size,Heater Type,Certifications and Listings,Color Family,Product Width (in),Amperage (amps),Indoor/Outdoor,Cord Length (in),Power/Fuel Type,Heating Product Type,Area Heated (Sq Ft),Portable Heater Features,Product Height (in),Product Depth (in),Heat Output (BTU/hour),Heating Technology Type,Voltage (volts),Heating Technology,Manufacturer Color,SKU,Vent Hose Exhaust Configuration,ProductType,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Sport,Product Weight (lb.),Product Depth (in.),Product Length (in.),Area Heated (Sq. Ft.),Heat rating (BTU/hour),Pack Size,Number of Elements,Bulb Type,Mount Location,Product Width (in.),Product Height (in.),Portable Heater Safety Features,Label,PackageQuantity,ProductGroup,ProductTypeName,Publisher,Studio,frequency,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Note,PackQty,Heat Output,Power Type,Recommended Location,Hight,Weight,Product Name,Thickness,package_length,item_length,item_width,Package Dimensions,Specific Uses For Product,Batteries Required,Batteries,Is Assembly Required?,Form Factor,Heating Element,Maximum Heat Power,Oscillation,Product Model,Timer,Power Options,Room Coverage Area,ItemHeight,ItemLength,ItemWidth,Weight (Approximate),Product,room_size,indoor_outdoor,product_depth_in,number_of_heat_settings,portable_heater_features,heater_type,voltage_volts,certifications_and_listings,heater_controls,wattage_watts,color_family,power_fuel_type,amperage_amps,portable_heater_safety_features,product_height_in,cord_length_in,product_width_in,area_heated_sq_ft,product_weight_lb,Gift,Energy Rating,Maximum Room Size (sq ft),Duct Compatible Sizes,Room,Housing Width (in),Vent Style,Included,Grill Shape,Mounting,Ventilation System,Number of Bulbs Required,Color/Finish,Product Length (in),Air Volume (CFM),Installation Type,Housing Material,Light Bulb Base Code,Mount Type,Location,Length,Battery Included,ItemPackageQuantity,Bundle Description,Number of Batteries,Battery Size,Motor Type,Battery Capacity,Battery Life,TAX,Handling Time:,Questions,NumberOfItems,Restricted States,Item,Overall Length,Application,Overall Length (In.),Includes,Construction,Phase,Mounting Type,Watts,Screw Size,Voltage Type,Mounting Dimension,Terminals,Sheath Material,Wattage,Assembled Depth (in),Patio Heater Type,Assembled Height (in),Total BTU,Cord Length (ft),Heating Area (sq ft),Outdoor Living Product Type,Fuel Type,Assembled Width (in),Connectivity,Dosage,Format,Compatible Brand,Compatible Model,Author,Book Tittle,Language,GTIN,BTU,Model Number,Cord Length,BTU Output,Cooling Method
Metro Kotatsu Heater U Shape Quartz tube Heater 600W MSU-601E (K) From Japan,90.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Metro,Electric,NA,Panel,Desk/Tabletop,,Steel,1,"Dial, Switch",NA,100 V,NA,,501-600 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A+++ - E,,,,,,Black,China,No,4948309101447,,,,,,,,,,,,,,,,,,,,,,,,Unknown,NA,NA,NA,2 Stars,NA,NA,NA,NA,1 Year,Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater Portable Buddy Outdoor Camping Propane Gas Heater Canada Version, Red",94.79,30-day returns,"[""I bought this heater for my small garage workshop. My electric heater kept tripping the breaker while using other equipment. I was afraid of other gas heaters due to their carbon monoxide emissions. This was one of the few gas heaters rated for indoor use. It also has an oxygen depletion detector and tip over cut off feature which I thought was very important.This heater silently keeps my shop warm in even the coldest temperatures and can also be attached to a 20 pound propane tank with an accessory hose ~ which I also purchased. I've run this heater for up to 6 hours uninterrupted with no noticeable fumes and since all the heat is focused out the front, it can be set close to a wall with no worries.I know I'm going to get a lot of use out of this heater. It was a very reasonable price and filled my needs perfectly. Highly recomend the Mr. Heater Buddy for heating small spaces."", 'Here in Monterey County the weather can be colder in the evenings. At my home we cut of the central heating back in ‘88 so we all dress up like eskimos to keep warm. Don’t get me wrong. We do use electric heaters in certain areas but after purchasing this Portable Propane heater, it was Heaven sent. I recommend this product with all my heart. It is compact. It is durable. It is easy to refuel. It is warm to hot. And now, as we speak, the 5 ft extension hose just arrived. When connected from my Gas Buddy to a 20 lb propane tank, I should get at least 24 hrs of constant heat. Thank you for your time. ', 'The last power outage we only had kerosene heaters.  They are big, bulky, heavy, require pouring fuel and the fumes left us wheezing and coughing.  Therefore, we found these Mr. Heater, bought two and what a difference.  Small enough to be moved from room to room and so much safer.  You will love Mr Heater.', ""Small and practical for portable heat when equipped with a disposable bottle, it's even great for a more permanent heat source - just pair this heater up with a hose and a large refillable propane bottle.  It even has a pilot light for easy on and off use.  Two heat settings, 4000 and 9000 BTUs.  The back of the heater stays cool to the touch, so it can be used backed against a wall.  Six stars for this heater."", 'Really nice heater. Relatively easy to operate and has safety features. Heater will not run all night, though with the small propane cylinders. ', ""Love this portable propane heater. Can't wait to take it camping. In the meantime, we use it around the house to warm up and enjoy the heat it produces. If the power goes out, we will stay warm with this heater!"", ""This is a very good product.  What is different about Mr. Heater compared to other small heaters is that it uses 1 lb. propane tanks, thus it does not have to be plugged in or placed near an electrical outlet.  It is easy to use and have a anti tip safety feature that will cut the unit off if the unit is tipped.  Keep on hand a few 1 lb. propane cylinders, and you're good to go.  Very good heater for small spaces and can be used indoors."", 'Great propane heater with 2 settings. I also bought a 12ft hose to connect to a 5 Gallon propane tank. The low setting was enough to warm my 29ft motor home. Perfect.', 'Purchased the additional Mr. Heater 10\' hose (item F273704) that you don\'t have to use a filter and connected it to a 20 lb. bottle of propane.   Easy to light and ran all night on low to keep my greenhouse warm.  I used a 1.5"" PVC water pipe and ran the pipe under the foundation of my greenhouse and then ran the hose through it outside where the tank was located.  For safety reasons, you aren\'t supposed to have the 20 lb. tank inside near the heater.  I cut up an old wash cloth and stuck it inside the pvc pipe to keep bugs and cold air from entering into my greenhouse. So easy to do.  ', 'Product operates exactly as advertised, which nowadays is not always the case. It functions easily and simply. Really like the option to go to larger capacity tank for longer use periods or not having to change out bottles constantly.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Battery,Heater,Heat Pump,Floor,,,3,Rotary Knob,MH9BX,,Portable,,,,Copper,,,4000-9000 BTU,,9in.,"F232000, MH9BX",,14.25in.,14.25 in,20 gal,,,,,,0089301320505,Black,Unknown,,0089301320505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR. HEATER Hose Assembly 5' F276124 Pack of 6,94.10,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Propane,,Convection,Floor,,Brass,,Analog/Mechanical,,12 V,,,Less Than 10 W,Coil,Stainless Steel,Less Than 80%,None,Less Than 2000 BTU,100 sq ft or Less,,F276124,3 or Less,6 in,,1 gal or Less (5 L),,,,,,0089301761247,Black,,,0089301761247,,,,,,,,,,,,,,,,,,,,,,,,2014,Thread,,Universal,,,,,,,100 sq ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric Heater Ceramic Desktop Heater Hot Fan Cute Household* /,115.96,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded/Generic,Electric,Electric Heater,,Desk/Tabletop,,Ceramic,1,Touch Button,,,"PTC ceramic heater,Desk / floor detachable strut",,5 / 750 / 1500W,,,,,,,,zNn8363213,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 * Fan Heater Host 3 * Extension Rod,brd7657971,EU Plug / US Plug,3(Cold starting air / 1 low heat / 2 high heat),"About 24cm * 84cm / 9.4"" * 33""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  EconoHome 400w Wall Mount Smart Space Heater Panel with Heat Guard Cover,94.0,Last item available, ,,EconoHome,,,,Wall,,,,,,,,,,,,,,,,26.5 x 25.9 x 2.8 inches,Not Applicable,,26.5 x 25.9 x 2.8 inches,26.5 x 25.9 x 2.8 inches,,,,,,,,,,,850014890025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tools & Home Improvement,30 Day Money-Back Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plastx 3 in.  H X 4 ft. W 1-Way White ABS Plastic Baseboard Heater Cover,93.67,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Plastx,,,,,,,,,Plastx,,,,,,,,,,,8,,,,49,,,3,,,,,White,,,858217005086,,,,,,PLASTX,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,BB41,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceramic Space Tower Heater 1500w Electric Portable Heater With Thermostat Fast ,91.56,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TEKcians,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,Tall,,,677222644420,,,,,,,,,,,,,,,,,,,,,,,0677222644420,,,,,,,,,,,,,,,,,,,,Fast free shipping,30 Days Money Back,USA,Taxes&Duties - buyer's responsibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LifeSmart 1500 W Portable 3 Sided Electric Infrared Quartz Stove Heater, Indoor",94.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LifeSmart,Electric,,,,,Wood,2,,LS-PCHT1109US,,,,,,,,,,150 sq ft,10.7 in,LS-PCHT1109US,,,16.6 in,,,,,,,,Brown,Unknown,,817223016806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"850-1,500 Watts",22.4 in,10.7 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heater Electric Infrared Patio Outdoor Heating Wall Mount Remote Control 1500 W,94.46,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,,,,,"Carbon fiber heating tube, aluminum alloy plastic shell",,,Does Not Apply,Ac 110-120 v,,,500 w /1000 w / 1500 w,,,,,,,,Does not apply,,,,,,,,,,,Silver and black,,,726084050303,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 lbs,24 x 3.5 x 7.5 (L x W x H),57,60 Hz,"1 x Infrared heater, 4 x Bracket, 1 x Users' manual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenpure Gen3 Quartz Infrared Space Heater Portable on Wheels No Remote,90.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",EdenPURE,Electric,Portable Heater,Forced Air/Fan,Floor,,,5 or More,Push Button,,120 V,,,,,,,,,,,"A3705, Does Not Apply",,,,,,,,,,,Black,,No,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Space Heater - 7000 BTU Portable Propane Heater Non-Electric Heater,94.99,22 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Redneck Convent,,20613,,,,"Plastic, metal",,,,,,,,,,,,,,,801205,,,,,,,,,,,,,,840145801205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Lasko Electric Portable Ceramic Oscillating Space Heater 1500-Watt Remote,91.07,Last item available,"['I purchased the Lasko 5397 oscillating heater for my mom several years ago +- 5 YEARS AGO. She uses it almost year round because she is always cold. She lives in San Fransisco and if you know anything about Mark Twain you know he said the coldest winter he ever spent was a summer in S.F. She called me and informed me that the  \t5397  was making funny noises and had a weird smell. I went over and discovered that it was shorting out. While in the off mode, the top of the unit was getting hotter than it does when it is in use. I took it out of the house and replaced it with the Lasko 5572. I purchased it only a few days ago but already I can tell she likes it even better. The 5397 comes on a pedestal stand. This one pivots at the floor. Because it pivots at the floor, the heat reaches down further on her legs thus she is happier. Don\'t be fooled by the photo, the heating element does NOT come all the way down to the floor but it does come down further then the previous oscillating heater. Both models work great and both have a remote control but this one edges out the other just by the fact that it has a ""longer"" heating element. I love the fact that even when on for 4 hours at the highest setting, if she accidentally bumps up against it or brushes up against it she won\'t burn herself like she would with one of those dish looking heaters. You can touch ANY PART of these ""Ceramic"" heaters (while they are operational and functioning) and NOT burn yourself.', 'I have used a wood furnace for 30 years, but now to old to handle the wood. I purchased the Lasko 5572 heater to see if I could use it to help heat my house. As I had 220 baseboard heaters installed knowing I must give up the wood heat. I was totally supprised with the Lasko heater, it not only helped the baseboard heater,it took the place of the 220 baseboard heater. I had origanly purchased one Lasko heater to try in one room. After the great job it did, I purchased three  more of them. I finished up the winter, heating with the Lasko heaters.  I would recommend them to anyone needing a heater. And If I have to replace any one of the heaters I have, it will be with a Lasko 5572 heater.HJ of Missouri', ""We were absolutely thrilled with the size and capability of this room heater.  It's a little taller than the other Lasko portable heater and our decision to get it was a good one. For our needs, this one is perfect. "", 'I really enjoy my heater.  I live in Arizona where it is getting cooler at night now.  It is very efficient and quiet.', 'Heats small area immediately in the morning, with an increase of 5-10 degrees in temperature within 15 minutes.  Easy to operate, with remote.  As usual: follow directions in the manufacturers manual for best results!', ""Wow, does this put out some heat, and like now..  Don't have to wait for anything to warm up  immediate heat..  2 modes low 900w and high 1500w..  Plus you can set it from 39 degrees to 90 degrees and to kick on automatically if room gets below set temp..  This can almost heat my whole house..  Will prob heat at least 3 rooms.Led readouts are bright and clear, fan, remote, oscillates, has real buttons, not plastic film that will wear out, and stands tall.  Has handle for easy moving.. With gas prices doubling this winter, I'm turning to a space heater so I can lower the thermostat.. "", 'great heater, used it all winter, no problems, good price, fast delivery', ""I don't have this exact model, but I have two similar Lesco 1500w heaters w/digital displays w/remotes.  I bought the second one because one of our tenants lost the remote.  One is #5165, the other one is #755320, the only complaint I have on this model is I had to stick a piece of foam tale on the top of the carrying slot in back so my finger wouldn't slip out of the carrying slot when carrying the heater.  The other heater's slot is angled so your fingers don't slip out.  The one remote does control either heater.  I recommended my satisfaction to a friend and he bought one and is happy with it.  I don't know his model #. I've had the first hater 5 yrs and the second one 2 yrs and both work great."", ""Great heater. Warms my garage better than expected. I'm not scared to leave it on all night unattended."", ""Dose everything it's said it could do""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Tower Heater,,,,Ceramic,2 Heat,"Switch, Remote Control, Digital",5572,120 V,"Timer, Oscillation",,,,,,,,,,5572,,,,,,,,,,0046013761491,"Silver, Gray, Black",,,0046013761491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Halogen Radiant Heater Oscillating Electric Slim Panel Comfort Zone Black, 2-PK",94.95,7 watchers,"[""Heater works good in a small room, don't burn much electric  and is very quiet. Description  said it had a thermostat  but it only has a low and high setting and don't cut off when it reaches a certain temperature. I wouldn't have bought it if I had known I could not adjust the temperature. Have to cut it off your self when the room gets warm..."", 'The box is so light weight yet it seems sturdy. It warms up fast and is silent. It works best as a zone, small space heater.I have not tried the oscillating feature.', ""Quickly Shipped - Great little heater even on low setting! Extremely Quiet! It does emit a lot of orangish light but it's kind of like a glowing fireplace :) "", 'i love it,its sitting by me now.i reead to buy hallogen heaters because they use less energy,i hope this is true.i have been using it a lot now.it is very light weight and can sweep in two directions or remain aimed one place,it seems it will be dependable,unlike 3 electric heaters that quit on me.i hope this goes on sale as i would order another one,winter has started here in texas. ', 'Easy operation. Totally silent. Easy assembly of the base to the unit. I would have liked if it was available in white, but black is fine.  It is surprisingly light weight.  Even though this unit has an automatic kill switch, I would not recommend, due to its light weight, in areas where kids may be playing as it could get knocked over easily.  Just remember, for safe operation, turn it off when you leave the room, per the instruction manual. It puts off an even orange glow.  Due to the nature of radiant heat, I am using it to keep my feet warm while sitting in my recliner.  Do NOT use with an extension cord!  Finally, I really like the instant heat when it is turned on!', 'I like this product. I just opened the box and started using this product. I recommend this product to anyone.  This product would be great in  a small enclosed room.', 'I purchase the heater works great keep my bathroom warm when I need it on cool days and after a shower ', 'Feels warm almost immediately after turning on. Warms your body before increasing room temperature. ', 'It works great ', 'Heats evenly and quietly']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Comfort Zone,,,,,,,,,,,,,,,,,,,,,CZ-HTV9,,,,,,,,,,0075877512192,,,,738685458402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage TITAN Metal Portable Electric Space Heater 1500 Watts Model T76081 ,90.0,7 watchers, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Titan,Electric,Fan Heater,,,,Metal,,,206,110 V,"Analog Thermostat, Portable",,,,,,,,,16,206,,,,,,,,,,,Blue,United States,No,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,1500-1999 W,No,7,Enamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StyleWell Electric Stove Heater Kingham 400 sq. ft. Panoramic Infrared,90.98,30-day returns,"[""Had one already and wanted another for chilly guest room. Compact, love the 'flame' on this particular model, it's flowy &amp; mesmerizing, my brain/body think it's real. Warms a small room nicely. Has a subtle hum when the heater isn't running, but they all do. Has thermostat, which is a must have. I've had lots of them over the years, this one is my favorite."", ""It suits my needs and is precisely what I wanted. Such a heater  is not available in Australia. It's small and compact, is an infrared Quartz heater and has glass on three sides. Perfect for my wee cottage. I'm LOVING it. The company in the US from which I bought it were wonderful too."", ""Its ok but I don't think it heats 1,000sq feet ,it barely heats half that."", 'Looks really great, flames are more realistic than most electric fireplaces, throws off a lot of heat even on low setting.', 'It is exactely what I wanted heater is wondeful works perfect.', ""This is my second purchase of this model heater, and I'm very  happy with it,""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",StyleWell,Electric,Infrared,Infrared,"Floor, Desk/Tabletop",,Steel,Variable,"Rotary Knob, Remote Control, Digital",EST-417-10,120 V,Thermostat,,1001-1500 W,Strip,Steel,,Standard,4600 BTU,400-1000 sq ft,"17 in, 17in.",EST-417-10,,10.00 in,,,,,,,,0872076034032,Black,,,0872076034032,,,,,,,,,,,,,,,,,,,,,,,,2019,Infrared,,,,,,,,1 Year Limited Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese Kotatsu Heater MHU-601E(DK) w. Controller Table AC 100V 600W,93.95,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",METRO Electricity,Electric,Kotatsu,Halogen,Desk/Tabletop,,,,,MHU-601E(DK),100 V,,,501-600 W,,,,,,,,,,,,,,,,,,,Black,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
