Title,Price,Sold,Reviews,Condition,Item Width,Item Length,MPN,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,UPC,EAN,Brand,BTU Heating Rating,Type,Power Source,Heating System,Color,Voltage,Number of Heat Settings,Model,Features,Material,Operating Sound Rating,Heating Element,Made in,Weight,Model No.,Size,Item Height,Item Weight,Style,Product,Battery Included,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Length,Motor Type,Cable Length,Year Manufactured,Mounting Location,Manufacturer,ISBN,SHIPPING,RETURN,ITEM LOCATION,International buyers,Item Depth,Area Covered,Power,Control Style,Phase,Restricted States,Housing Material,Indoor/Outdoor,Custom Bundle,Item,Height (In.),Height,Finish,Width,Length (In.),Mounting Type,Standards,Mounting,Agency Compliance,NumberOfItems,BtuH,Width (In.),Watts,Heating Element Format,Bundle Description,Heating Element Material,Energy Efficiency Ratio (EER),Energy Star,Tank Capacity,Annual Fuel Utilization Efficiency (AFUE),EC Range,Number of Cool Speeds,Air Direction,Package,Piece Count,Recommended Enviornment,Assembled Product Dimensions (L x W x H),Assembled Product Weight,Manufacturer Part Number,SKU,Heater Controls,Mount Location,Product Weight (lb),Room Size,Heater Type,Certifications and Listings,Color Family,Product Width (in),Product Height (in),Product Length (in),Power/Fuel Type,Portable Heater Features,Area Heated (Sq Ft),Wattage (watts),Heat rating (BTU/hour),Product Depth (in),Heating Product Type,Heating Technology Type,Bulb Type,Power Type,UPC/GTIN Code,Mor Electric Heating SKU,Heating Wattage,Timer Control,Case Size,Display Technology,Storage Capacity,Battery,Volume,Processor,Chipset/GPU Model,Scale,Stove Type Compatibility,Band Material,Country of Manufacture,Maximum Resolution,Internet Connectivity,Screen Size,Compatible Brand,Fragrance Name,Playable Media Format,Chipset Manufacturer,Form Factor,Connectivity,Gender,Mount,Wattage,Item Package,BandMaterialType,Studio,Publisher,ProductTypeName,ProductGroup,MaterialType,Label,Department,Binding,PackageQuantity,TAX,Customer Service,Returns,Handling Time:,Location,Questions,Dosage,Format,Compatible Model,Author,Book Tittle,Language,Current Rating,Warranty,ItemPackageQuantity,Product Length in inches,Product Width,Product Height,Product Weight in pounds,Materials,"Housing
Length",Housing Width,Housing Height,"Burner 
Length",Burner Width,Burner Depth,Heat Range Diameter,Items included,Shape,Assembly Required,Product Dimensions,Shipping Weight,Item model number,Ignition Type,Connection Size,Automatic shutoff,Fuel Type,Timer Included,Fuel Gauge,Installation,Room Size (sq ft),Remote Control,Thermostat,Accessories Included,Pack Size,Annual Fuel Utilization Efficiency (AFUE) (%),Vented,Heating area,Product Weight (lb.),Area Heated (Sq. Ft.),Room Size (sq. ft.),Prop65_fl,Prop65Warning,Vent Hose Exhaust Configuration,Recommended Location,Batteries Included?,Assembled Height,Batteries Required?,Assembled Width,Is Discontinued By Manufacturer,Item Package Quantity,Part Number,Assembled Length,item_length,item_width,Colour,Memory Card(s) Supported,Maximum Magnification,Sport,Refrigerant,Smart Home Compatibility,Tonnage,Room,Set Includes,Product Type,Start Type,Heat Type,Includes,Overall Depth,Overall Width,Special Features,Control Type,Heat Output,Heating Coverage,Maximum Blower Output,Overall Height,Country of Origin,Input Voltage,Maximum Heat Power,Minimum Heat Power,Product Model,Weight (Approximate),Gas Consumption,Fuel,Reflector,Main Pole,Cylinder housing,Door,Base,Hole Diameter,Insulation Material,Max Operating Temperature,Max Power Density,Power Lead Material,Product Name,Resistance Tolerance,Supply Voltage,Thickness,Advantages,Center Distance from Hole to Side,Collocation Products,Flammability,Warranty Description,Heating Method,Item Dimensions LxWxH,Style Name,Airflow,Supply,Nett Weight,Product Width (in.),Amperage (amps),Heater Type:,Product Depth (in.),Color:,Color Family:,Material:,Product Height (in.),Number of Heat Settings:,Portable Heater Safety Features,Cord Length (in.),Voltage (volts),Suitable For,Amps,Flame Intensity Control,Minimum BTU output,Coverage Area,Automatic Shut-Off,Built-In Thermostat,Maximum BTU output,Power cord,Mantel Width,Requires Venting,On/Off Heat,Includes Firebox,Dimensions,Modified Item,Manufacturer Color,Heater Style,Main Material,Burner,Flame screen,Table,Ignition Method,Safety Device,Accessories,Packaging,GW/NW,Certifications,Package Dimensions,Barcode,Part No.,Power (W),Product Weight,Dimensions (L x W x H),Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Application,Connection Type,Pattern Name,PackQty,Assembled Height (in),Assembled Depth (in),Assembled Width (in),GTIN,Country Of Origin,CFM,Volts/Hertz,Min Fuse size,Item Location,Quantity,Shipping,Tax,Bundle Listing,Energy Efficiency Rating,Unit Type,Included Components,manufacturer_part_number,Application/Usage,Area Coverage,Input Current,Power Consumption,Timer,Number of Shelves,Number of Drawers,Seat Depth,Seating Capacity,Firmness,Number of Items in Set,Load Capacity,Batteries Required,UNSPSC Code,Number of Pieces,Flame Screen,Cylinder Housing,gnition Method
"Stiebel Eltron CK-20-E 208/220V 2000W Premium Electric Fan Heater, Wall Mounted",200.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,CK-20-E,,,,Does not apply,,Stiebel Eltron,6000-6999 BTU,,Electric,,White,208/240 V,Variable,Stiebel Eltron CK 20 E,,Aluminum,,,,,,,,,,,,,,,,,,,,Unknown,Wall,,,,,,,,,1501-2000 W,Rotary Knob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broan 112 Kickspace Fan-Forced Wall Heater with Built-In Thermostat White,200.0, ,"[""The Broan 112 heater came just as advertised as an open box item.  Once opened it was perfect, no scratches or dents.  The heater was received and installed in mid September and it worked great, quiet and smooth.  This week when we went to turn it on as the weather got colder, the fan spun up but made this awful clatter.  I took off the top but could not see anything that was causing the noise.  Then the unit stopped altogether, the fan wouldn't start up and no heat was emitted.  This unit replaced the same model that we had for the last 6 to 7 years with no problems.  We really like the heater but we're upset that this unit did not work."", 'This is kick space heater replaced one of same model. Worked well and quiet', 'Only issue is could be quieter', 'Product was advertised as 240 but was used and rewired to 120', 'the heater works great, but is a bit loud.  perfect otherwise', 'Work really great easily install heat great. Not a cheap built real tough. Not noisy at all. For a built in thermostat heat control is perfect.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,112,,,,0026715004058,,Broan,,,Electric,,White,240 V,1,Does not apply,Timer,Steel,,,,,,,,,,,,,,,,,,,,2018,Wall,,,,,,,,,,Dial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600W Electric Garage Heater 240V Portable Forced Air Adjustable Thermostat,202.66, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,NA,,,,NA,NA,NA,"14,160 BTU low 19,107 BTU high",Portable Heater,Electric,Forced Air/Fan,Black,240 V,1,,,,,,,,,,,,,,,,,,,,,,,,Floor; Portable; Wall or Ceiling,,,,,,,,351-400 sq ft,5600 W,Manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAYTON 3VU36 Prtbl Elct Job/Grage Heatr,15-7/8""L,240V",203.78, ,"[""I'm currently on my 3rd Dayton  heater, all the same model, over two winters. Iuse it for heating an attached greenhouse with double pane glass, dimensions14 x 25' and a story and a half tall.  I live in Duluth, MN with temps thatcan easily get down to -20 to -30.  All that being said, the heater does a goodjob keeping the greenhouse at 60 degrees with temps -20.  The first one lastedonly weeks before a short circuiting (?) problem, and I exchanged for a new oneunder the one year warrenty.  The second one only lasted a few days on it's second winter when the heating element no longer functioned, though the fan still did run.  I exchanged that one under a Square Trade warrenty and so farit has worked well.  Keep in mind the heater runs on 220 volts, so depending onwhat you pay for electricity your monthly costs can add up.  I would alsorecommend keeping it out of very humid conditions, and I always remove it fromthe greenhouse when watering and for several hours after until the greenhousehas dried out a bit.  I think it would work very well for a garage or detachedbuilding.  Just don't know if it is as rugged as I would want, but perhaps things are built nowdays as being more disposable.  Regardless, I would make sure you have a warrenty to protect yourself."", 'I bought this little heater to heat my 24 x 24 semi-insulated workshop. The walls are insulated, but the ceiling is just 1/2 inch plywood with no insulation. When I first unpacked the Dayton 3VU36, I was skeptical because of its size. Boy was I fooled.First run - Garage temp was 34 degrees (23 degrees outside with ice on the ground). Within 15 minutes, there was an increase of 14 degrees in the shop area. At 30 minutes, there was an increase of 22 degrees total (shop temp 56 degrees).The noise level is no different that the little box fan that I run in the summer. Not bad at all.Overall, I am a little shocked as to how well it is actually working. I would definately recommend it to a friend or family member. However..... I think it might struggle a little if used in an uninsulated area.', 'Used more to dry the moisture out of the air after warming with a torpedo propane heater in my shop.  Good to use for small area as main heat. Quiet for a 220 heater.', 'If you are serious about heating, and I mean really heating, your garage or shop, then a 240 volt heater is the way to go.  The 110 volt cheap heaters only produce about 1500 watts on maximum.  This 240 volt heater produces 5600 watts.  You do the math! It is necessary to wire a 240 volt outlet into your system but worth the trouble.', 'love the Heater', 'works well for the price, we use it to keep a greenhouse above 60 degrees in the winter months with outside temps at or around 8 degrees. This does a good job and worth the $99 investment.', 'Good unit as a temporary (part time) heater. Used to heat a two stall garage space while working on a car.Does require an electricial to run a 220 service to plug in the heater.A little noisy but does throw heat.', ""I'm going into my fourth heater in 4 years. They only last a year or less and it's impossible to get parts. When they work, they're great. They just don't last.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,3VU36,,,,190735294659,0331785016826,Dayton,,,Electric,,Red,208/240 V,1,3VU36,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fostoria 343-30-Thss-240V Electric Infrared Heater, Ceiling, Suspended, 304 ",200.0, , ,,10.900,22.700,343-30-THSS-240V,,US,,686334481243,,FOSTORIA,,Electric Infrared Heater,Electric,Infrared,N/A,240 V,,343-30-THSS-240V,"Electric Infrared Heater, Overall Length 33 in, Overall Width 21 1/2 in, Overall Depth 11 in, Phase 1 or 3, Voltage 240V AC, Wattage Output 7500W, Beam Pattern 30 Degrees, Element Type Quartz Lamp, Housing Color Silver, Housing Material 304 Stainless Steel, Mounting Type Suspended, Surface, Recessed, Heating Capacity 25, 298 BtuH, Heating Method Radiant, Housing Finish Stainless Steel, Electrical Connection Hard Wired, Frequency 50/60Hz, Amperage 18A/31.3A, NEMA Plug Configuration Hard Wired",Steel,,,,34.98,,,,,Electric Infrared Heater,,No,N/A,10.900,N/A,N/A,,22.700,N/A,N/A,,Ceiling,,,,,,,10.900,,,,1 or 3,[],Stainless Steel,Indoor/Outdoor,No,Electric Infrared Heater,11,"11""",Stainless Steel,10.900,33,Ceiling/Suspended,ETL,"Suspended, Recessed and Totally Exposed Outdoors",ETL U.S. and Canada,1,"25,298",21-1/2,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAYTON 3VU34 Prtbl Elct Job/Garage Heatr,14""L,208/240",202.46, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,3VU34,,,,0696737267467,0696737267467,Dayton,,,Electric,,Red,208/240VAC,1,3VU34,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000W Electric Heater Fan Commercial Warm Heater Blower Air Workshop Space,203.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,N/A,,,,N/A,,Unbranded,,Portable Heater,"Electric, Fan",,Red,220 V,,HAOYUNMA,,,,,,,,,,,,,,,,,,,,,,,Desk/Tabletop,,,,,,,,,2000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24"" Black Brick Electric Infrared Quartz Stove Space Heater w/ Remote Control",204.38, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",24 in,23 1/2 in,Does not Apply,,,,Does not Apply,Does not Apply,Does not Apply,,Electric Stove,Electric,,Black,120,Variable,,Multiple Features,Steel,,,,,,,,,,,,,,,,,,,6 ft,,,,,,,,,13 in,951-1000 sq ft,1001-1500 W,Remote Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Remington 20,000 BTU Vent Free, Natural Gas Blue Flame Heater. In California",200.0, , ,,,,REM-B200NT-F,,,,does not apply,,Remington,20000-24999 BTU,Blue Flame,,Convection,White,,,Blue Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ft²,,Rotary Knob,,,,,,,,,,,,,,,,,,,,Natural Gas / Blue Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 Pack - Ceramic Heater, Oscillating, 1500-Watt -5409",204.47,30-day returns,"['This is a very good small heater, I have 2 of them. I believe when used properly they can save on heating costs.They are not meant to heat large areas like central heating.', 'This is a great little heater.  Love the handle on the top....so handy.  It is just the right size of a heater for my needs.  Would definitely recommend.', ""Very pleased. I have a small one bedroom apartment and it keeps it warm enough to where I don't even have to always run the furnace."", 'Heats fast, light, easy to carry and quiet', 'Nice heater.  I paid $30 and saw it at Family Dollar for $33.  Use it in my bedroom.', 'This is a good little heater, and does the job its meant to do.But, Its quite NOISY !.....So, not really suitable for bedroom.', 'Looks new and works as new, happy with item.', ""It's perfect small strong rotates light moves easily."", 'It’s small and works like a big heater !']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,5409,Infrared,,,0046013766267,0046013766267,Lasko,5000-5999 BTU,"Heater, Ceramic",Electric,Convection,Gray,,3,N/A,,,,,,,,,,,,,,,,,,,,,8.66in,2016,Desk/Tabletop,,,,,,,,,,"Remote Control, Digital, Touch, Push Button",,,,,,,,,,,,,,,,,,,,,Pack of 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseboard Heater Cover 6 ft. Galvanized Steel Easy Slip-On Powder Coated White,201.89,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",72 in,N/A,BB001-72,,,Lifetime,0080687031740,0080687031740,Baseboarders,N/A,Slip-on baseboard heater cover,N/A,N/A,White,N/A,N/A,BB001-72,N/A,Galvanized Steel,N/A,,,,,,,,,,,,,,,,,,,,Baseboard,,,,,,,N/A,N/A,N/A,N/A,,,,,No,,,,,,,,,,,,,,,N/A,,N/A,N/A,Not Compliant,N/A,N/A,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broan 112 Kickspace Fan-Forced Wall Heater with Built-In Thermostat White,204.55,30-day returns,"[""The Broan 112 heater came just as advertised as an open box item.  Once opened it was perfect, no scratches or dents.  The heater was received and installed in mid September and it worked great, quiet and smooth.  This week when we went to turn it on as the weather got colder, the fan spun up but made this awful clatter.  I took off the top but could not see anything that was causing the noise.  Then the unit stopped altogether, the fan wouldn't start up and no heat was emitted.  This unit replaced the same model that we had for the last 6 to 7 years with no problems.  We really like the heater but we're upset that this unit did not work."", 'This is kick space heater replaced one of same model. Worked well and quiet', 'Only issue is could be quieter', 'Product was advertised as 240 but was used and rewired to 120', 'the heater works great, but is a bit loud.  perfect otherwise', 'Work really great easily install heat great. Not a cheap built real tough. Not noisy at all. For a built in thermostat heat control is perfect.']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,112,,,,0026715004058,0026715004058,Broan,,,Electric,,White,240 V,1,Does not apply,Timer,Steel,,,,,,,,,,,,,,,,,,,,2018,Wall,,7426830835927,,,,,,,,Dial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King Yellow Jacket Portable Shop Heater, 240 volt, psh2440tb",200.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",12.830,15.750,,,,,,,King,,Portable Heater,Electric,Forced Air/Fan,Yellow,240 V,Variable,psh2440tb,,,Standard,,,,,,11.260,,,,,,,,,,,,,2018,"Desk/Tabletop, Floor, Wall",KING,,,,,,,,,Switch,,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,Less Than 80%,,1,1-Way,Opened manufacturer Packaging.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouellet Electronic Bathroom Fan Heater ,200.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,Ouellet,,,Fan,Forced Air/Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stiebel Eltron 231544 CNS 150-2 E Wall-Mounted Convection Heater 1500W 240V 2...,200.45, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Does not apply,,,,949223725676,Does not apply,Stiebel Eltron,,,,,white,,,Does not apply,,,,,,,,1500 Watt,,,,,,,,,,,,,,,,,0785577854774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patio Heater Infrared Heater with Remote 1500W/750W Outdoor Space Heater with...,201.59, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,Does not apply,,,,712858733602,Does not apply,Luwior,,,,,black,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,0712858733602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
