Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,MPN,UPC,Type 1,Air Direction,Time Control,Style,Room Coverage Area,Noise Level,Modified Item,Modification Description,Height,Bundle Description,Manufacturer Color,Width,Cable Length,EAN,Colour,Location,Marke,Herstellernummer,Model Number,Category,Size,ISBN,Refrigerant,Current Rating,Item Height,Country of Origin,Binding,Returns,Package Contents,Normal temperature resistance,Energy Efficiency Rating,Heat Output,Heating Method,Manufacturer,Package,Piece Count,Item Weight,Weight,Depth,Tonnage,Recommended Environment,Finish,Heating Technology,Design,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,NumberOfItems,Outside Height,Outside Width,For Use With,Mounting Type,Heater Style,Temperature Range,Plug Type,Power Type,Assembled Product Dimensions (L x W x H),Recommended Location,Assembled Product Weight,manufacturer_part_number,Item Dimensions LxWxH,PackQty,Number of Cool Speeds,Compressor Type,Volts,Item model number,Warranty Description,Assembly Required,Product Dimensions,Material Care Instructions,Batteries Required?,Number of Pieces,Included Components,Heating Wattage,Hight,Bundle Listing,Item Condition,Power (W),Shape,Application,Dimension(ID*H),Power Tolerance,Product Name,Expiration Date,ItemWeight,PackageHeight,PackageLength,PackageWeight,PackageWidth,PartNumber,Heating Element Type,Prop65_fl,Prop65Warning,Safety Features,Restricted States,Item,Includes,Length,Hz,Phase,Cord Length,Amps AC,Manufacturers Warranty Length,Watts,Number of Batteries,NEMA Plug Configuration,Heater Type,Battery Size,Air Temp. Rise,Battery Included,Motor Type,Battery Capacity,Battery Life,Voltage Type,kW,BtuH Output,Voltage Range,Label,ProductGroup,ProductTypeName,Publisher,Studio,CFM,Collection,Heater Controls,Product Width (in),Indoor/Outdoor,Product Height (in),Cord Length (in),Product Depth (in),Amperage (amps),Heating Technology Type,Product Weight (lb),PRICE,USE,Handling Time,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Satisfaction,Add To Watchlist,Customer Service,International Shipping,We Dont Accept PO BOX,Heating Wire Material,Time Setting,Dimensions,Adjustable temperature,Applicable Area,BTU Cooling Rating,PackageQuantity,SKU,Returnable,Power/Fuel Type,Room Size,Heating Product Type,Area Heated (Sq. Ft.),Wattage (watts),Voltage (volts),sku,Area Heated (Sq Ft),Color Family,Certifications and Listings,Portable Heater Safety Features,Portable Heater Features,Model No.,Number of Bulbs,UL Listed,Rated power
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton 2YU59 kawai 0806  480V 18020065015 Heater,58.5, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,,,,,,,,,,,,,,,,Dayton,,,,,,,480 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone Heater Radiant Tower Space Heat Automatic Fuss-Free Operation,57.99,37 sold,"[""This a very cost effective space heater to warm any area during a chilly winter, or - as we had during the early part of the Wisconsin spring - a slightly nippy start to spring. It works to warm a bedroom, normal sized living room (unsure of those with an open plan large setting), or a small area of a basement that you are working in. It has three settings, and has tip-over &amp; overheat protection. I like this product an awful lot, and thus I'll give it 4.5 stars. It does NOT have a remote, but I bought a separate one for that purpose. I am taking a half of a star off because EVEN though it does have tip over protection (meaning it shuts off in that case), it is slightly more easy to tip over than I thought it was. So if you have pets, it might NOT be the BEST idea to use it when they are out playing - NOT so much for safety sake, but to prevent your fur baby from getting injured stepping on it."", 'Works very well and set up takes only a few minutes...', ""This will be my last one. The last one I bought. Lasted one heating season.then quit. Everyone I've ever bought.never makes it through 2 heating season.and I've bought several.over the years. I'm done."", 'I am very happy with this portable heater it works awesome and provides heat to my bedroom, it feels confortable now, thanks so muchGreat Product at a nice PriceTotally Recommended', ""I've bought two of these heaters .Two years in a row . I live in Florida the winters aren't that long . The first one tipped over started making a loud rattling noise .Sent it back to manufacter to repair or replace according to warranty. Never heard from them .Second heater just stopped working I don't  know why .How ever when a pinch and finances are limited .I guess it will have to do .Survivor"", 'Has operated as advertised with one exception. The thermostat doesn’t function properly. It may be a problem with this unit only, difficult to say. This is not a deal breaker for me, only do to the way it’s used. ', 'This is a smaller version and much louder than the one I have ""like"" it, however it works ok, just not as elegantly because the fan even on low is VERY loud.. (great for passive aggressive people...) or loud locations anyway...sounds like a muffled vacuum cleaner.. ', 'Solid heat..Twice the cost of what the CZ550 1500w used to be but has increased to be in just a year &amp; only lasts 1 year or more if used daily during the cold season; so will see how long this model lasts with the same use. ', 'Was used, no just open box as stated.  Works fine but has something melted on the top.', 'I like the safety features and it can fit in just about any room and look nice.']",,,CZQTV007BK,,,,13.50 in,,"Ceramic, Plastic, Metal",,,Electric,"Tower Heater, Radiant Quartz Heater","Nonslip Base, Portable, COMFORT ZONE CZQTV007BK 1,500-Watt Radiant Quartz Tower Heater, Thermostat, Automatic Shutoff,Nonslip Base, Heater, Oscillation, Automatic Shutoff, Indoor, Quartz, Adjustable Thermostat",Infrared,15 Minutes,Black,,,,"Under Desk, Desk/Tabletop",23.60 in,2,Large,1500 W,,comfort zone,,"Rotary Knob, Switch, Touch, Analog/Mechanical",,,Radiant,,12 V,CZQTV007BK,0075877251473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado VH203 Personal Space Heater w/ Vortex Circulation Technology.,55.0,30-day returns,"[""This item is functional as a fan but the heater settings are not very hot.  The only real advantage of this item is that the lower electricity usage keeps the cord &amp; electric plug from becoming dangerously hot and melting your electric outlet (like with other heaters  1000W).  Other than that I can't really say much else about this item.  Since my bed area is just an open space in the men's dorm of my recuperative care shelter I have no idea if these machines can really circulate the air in a small enclosedspace.  I am glad to have two of them though because my bed is right under a vent duct in the ceiling and with the AC over functioning I get a lot of cold air blowing on me at all hours.  But I'm basically sleeping with the heaters in my bed on high because of the weaker heat settings.  Caveat empetor."", 'Great personal heater, fairly quiet (white noise, basically), perfect for a small space like on an office desk or while sitting on the sofa.  Not recommended for heating a larger room, but for personal use it can’t be beat.  Also very easy to move with you, unlike the tower style heaters that are very common in the market.  It has a lower setting too, which can come in handy because in a small setting (on the sofa), it can get you warmed up very quickly on high.', 'Nice heater for the money. This is my second one...great for small areas. ', 'GREAT desk fan and heater!  I like the fact it has a shut off feature if it tips over.  I loved it so much that I bought another for a different work place.  Highly recommend!', ""One blade on the fan was broken during shipment.I used a soldering iron to melt it back on. Doesn't heat like I thought it would.Its ok for small bathroom ."", 'Light weight, takes little space to store.  Works perfect for small areas.', 'This is a nice personal heater.  If you want a little heat for your personal space, it does the trick.', 'The heater works well for a small room.  The fan without the heat is weak.', 'This was a replacement of one that quit working these are great little heaters that work and heat in small areas']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Coil,VH203,,,7.85 in,"7.82 in, 7.82in.",,Plastic,,,Electric,Space Heater,"Portable, Power Indicator, Cool-Touch Exterior, Overheat Protection",,,Multicolor,2000,Standard,,"Floor, Desk/Tabletop",,2,551-600 sq ft,701-800 W,Less Than 2000 BTU,Vornado,,Touch,Steel,,Forced Air/Fan,,120 V,VH203,0043765011188,,1-Way,,,,,,,,,,,,0043765011188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINI Heater Fast Ceramic Electric Portable Heating Cooler Hot Fan Winter - 400W,56.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",PTC,,China,No,16.5cm,8.5cm,Universal,Ceramic,,1 gal or Less (5 L),"Electric, Fan",Portable Heater,Timer,HomePlug,12 hrs,Black,2020,None,None,Desk/Tabletop,10cm,2,,<800W,15°C and 32°C（60℉ - 90℉),Unbranded,None,Switch,Ceramic Heating Element,,Heater Fan,Adjustable Thermostat,220 V,Does Not Apply,Does Not Apply,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425g,,,,,,,,,,,,,,,,,15-32℃,EU Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter 750-Watt Electric Heater White (73028-WH) ,59.44,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,24510690 73028-WH,,,,5.31 IN,,See Description,,,,,,,,White,,,,,6.05 IN,,,,,Hunter,No Applicable Warranty,,,,,,,,877697003795,,,,See Description,,,,,,,,,,0877697003795,,,,,,,S,Does not apply,,,,,,,,,,,,"Sienhua Group (North America), Inc.",,,,,,,,,,,24510690 73028-WH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR. HEATER Big Buddy Hose W/Reg,57.5,38 sold,"[""I've had a Buddy heater for a couple years now, but hadn't worried about hooking up the BBQ grille tanks since I had a stockpile of the little camping propane cylinders from years of prepping. But this winter I realized we could be in for a few days without power like back in 1993, so I didn't feel secure about having enough gas to last. There are only two negatives I have with this hose, but it's still a five star product. The problems are:1) I wish it was longer. Placing the cylinder outside and running the hose through a window limits placement of the heater drastically with only tells feet of length.2) It takes quite a while to get the hose filled with propane to the point where the heater will light. That's to be expected, but that also means a fair amount of gas is lost when disconnecting.Neither of these two problems are really problems per se, just inconveniences.The heater is a really awesome unit. The hose just makes it exponentially better. Buy it."", ""I hooked it up to my LP bottle. You need to push the quick disconnect up until the slide moves up to lock it. It's a little tight but it is a good connection when complete. Bled the air out of the hose with a screwdriver in the quick disconnect. Then hooked it to the heater. It lit up quite quickly. Ran it through all the settings from Pilot, low, medium, to high. Worked very well. Has a nice pliable rubber hose, even in 30° temperature. A little pricey. Otherwise good. "", 'This was delivered a month ago and we have used it daily, until today..The regulator blew a diaphragm inside I guess and was shooting ice cold propane all over the place.  We were not even using it when this happened, luckily or we would have been blown up. Great hose, crappy regulator.  New one is 2 stage and set me back about $30. ', 'The new tank connection, righty tighty, lefty loosey,  is much easier to use.  Nice, well made hose and regulator combo. The quick disconnect end is also handy.', 'Males using Heater much easier', 'Exactly as described fit with no problem', 'Great product a must if u r going to use it alot', 'No Issues. Just a great product. Works as advertised.', 'It works as described and easy to install.', ""It's plenty long enough to reach my heater from outside pretty kool""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,MR. HEATER,,,,,,,,F271803,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Westinghouse Infrared Electric Outdoor Heater Oscillating-Portable, White",58.69, , ,,,WES31-1200MWHT,,,,,,,,,Corded Electric,Outdoor Heater,,,,White,,,,,,,,,,Westinghouse,,,,,,,,WES31-1200MWHT,822990020918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WES31-1200MWHT,8.6,8.6,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reddy Heater Heat Dragon RLP35 Portable Propane Heater 35,000 BTU",59.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,RLP50,United States,,,,,,,,Propane,Portable Heater,,,,,,,,,,,,,,Reddy Heater,,,,,Forced Air/Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honeywell 360 Digital Surround Fan Forced Tower Heater, Black with Carry Handle",59.87,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,HHF370B,,,,,,,,,,Does not apply,,,,Black,,,,,,,,,,Unknown,,,,,,,,HHF370B,7445038674688,,,,,,,,,,,,,,0744759298508,,,,,,,,Does not apply,,,,,,,,,,,,Honeywell,,,,,,,,,,,HHF370B,,,,,,,,,,,,Electric,906 x 898 x 1276 Inches,Indoor,545 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Comfort Zone 1,500-Watt Ceiling-Mount Quartz Heater",58.77, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,Does not apply,,,,Black,,,,,,,,,,Does not apply,,,,,,,,,744759842602,,,,,,,,,,,,,,0744759842602,,,,,,,,Does not apply,,,,,,,,,,,,Comfort Zone,,,,,,,,,,,,,,,,,,,,,,,Electric,26.50 x 14.25 x 5.25 Inches,,8.5 lbs,326211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patton Workman 1500 Watt Utility Heater Model PUH680 -U Carry Handle ) NOB ,57.99, ,"['So far so Good. Sure, this is not the Milk House heaters of old, but it works well, heats well, does what is expected. If it does last a few years, and there is no reason to expect otherwise at this point, it is a very good value. I\'ll use this mostly at my ""summer place"" near Sault Ste. Marie for taking the chill off bedrooms at night. From my testing in Southern Ohio, I expect it will do a good job. This is not a unit that heats a radiator to heat a room. It is a fan powered unit and does have some noise. White noise helps me sleep better. Its just what I was looking for. No rattles or buzzes so far and if they do happen, I\'ll fix it. Good Unit. Does what it is supposed too.', 'Build really good, works great for my downstairs bathroom, also use it in my 8 by 8 ft green house at times.', 'Good value for all features', ""I'm very happy with this heater. Hopefully it lasts. I use it in a travel trailer that I am restoring. Does a grerat job, within 15 minutes i need to open door a little. Probably buy a couple more for other applications.  Great!"", 'Good quality heater I use it in my garage works well', 'Very good product. Shipped relatively fast, no complaints.', 'I own several and never had a problem with them.', ""I have been using these heaters for years. . .they are simple, safe, dependable and not too expensive. I really like the white, first one I've ever seen! They will take the chill of a fair sized room or keep you toasty if you put it under your desk. Very versatile. Give it a try, think you will like it!"", 'Works very well in a small room. Warms it up in just a little while.', 'great heat output, a little noisy but great price']",,Strip,PUH680,China,No,7,,,Chrome,,,Electric,Portable Heater,Oscillation,Infrared,,"Silver, Gray, Black",2013,,,Floor,10,2,,1001-1500 W,,Patton,None,Rotary Knob,Stainless Steel,,Forced Air/Fan,,120 V,PUH680U,0048894550119,,2-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sportsmate Portable Outdoor Propane *Match Light* Heater *New* 2,890 BTUs",59.99,Last item available,"['Bought the propane heater for those cold days on the golf course. Put a cart cover on the cart and use this heater. Works perfect ! Allows you to play golf on some days that you normally wouldn’t even think about it. Well worth the purchase.', ""When I ordered this heater, I thought it had an arc igniter like my old one did. My bad! It doesn't so it requires either a match or some other ignition source in addition to the heater to light it. The heater does an adequate job heating a small area. No complaint there. I will either buy another heater with  an arc igniter or see if one is available to retrofit to this heater."", 'Like the extra pieces on the base, keeps it better balanced', 'Fired right up first time and ran for two weeks straight no problems worked great.', 'I bought this because a friend had one like it. Getting ready for a camping trip, opened it and it has a flame that comes out of it about four inches long. Tried three different bottles on it with the same result.', 'Just used theheater a few times and it worked real good.', 'I bought the Texsport golf cart propane heater because it was compact and appeared to be the type of heater that I needed. The product that I received did not operate correctly (it did not stay lighted after the initial igntion).  My request for resolution was met with ""call the supplier for a replacement or corection"".  The supplier responded with \'we have no replacement units and no replacement parts...sorry"". After two months and the conclusion of winter weather, I tired of the excuses and referrals and have asked for a reund.  The supplier still is without product or parts.', 'We just took it camping with us for 4 days and it sure came in handy in the evening when it got very chilly in the tent... Easy to use and works great!', 'Nice little heater seems to be good quality works good nothing wrong with this one for the price. Even has a handle to hang it I would recommend.Thanks Joe']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Texsport 14215,,,,,,Steel,,,Propane,Portable Heater,,,,Silver,2018,,,,,1,,,,Texsport,,Rotary Knob,,,Propane,,,14215,0049794142152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis Disc Furnace ~ Portable Space Heater Honeycomb Ceramic ~ 1500W-II ~ 1990,59.95, ,"['I owned the same model for years and the motor on the fan finally gave up but these heaters work flawlessly. I have bought two more in case the replacement goes out. They are very well made and work great.', ""Don't be confused by the small size, this little heater puts out the heat. I use it at my desk to keep my feet warm, but it will heat the average size room. It is old-school engineering, no plastic here, all steel housing and the sturdy old style dial and switches. You won't be disappointed"", 'I have been looking for the original Pelonis heater for a good while and am glad to have finally found one, all of the newer heaters that I have tried do not compare to these in terms of quality and durability.Even though this is a used item it is very good shape.', 'This small heater is the best!  Made back in the day when quality construction was king!  No cheap plastic in this machine!  I have one I have used for many years.  It does require cleaning once in a while, but heats great!', 'On time and works great. Instant heat. Have one already. Great little heater', 'got my heater as described it works great...My dogs will stay warm this winter!!!', 'great product', 'super nice item well worth the money', 'It was in brand new condition and works perfectly', 'best heater made']",,,1500W-II,Taiwan,,,,,"Ceramic, Steel",,,Electric,Portable Heater,,,,Brown,1990,,,"Baseboard, Desk/Tabletop, Floor, Window",,Variable,,,,Pelonis,,"Analog/Mechanical, Rotary Knob",,,Furnace,,120 V,1500W-II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO SHS80404 Strip Heater,Silicone Rubber,120V",59.18, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,SHS80404,,,,,,,,,,Flexible Strip Heaters,,,,,,,,,,,,,,TEMPCO,,,,,,,120,SHS80404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
