Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,Compressive strength,Power deviation,Cable length,Color,Location,UPC,Country/Region of Manufacture,Timer Control,Smart Home Protocol,Shape,Mounting,Modified Item,Modification Description,Item Weight,Indoor/Outdoor,Heat Range Diameter,Fuel Type,Custom Bundle,Bundle Description,Assembly Required,Size,Style,Year Manufactured,Cable Length,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,Energy Star,Room Size,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Heater Type,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),ISBN,Refrigerant,Air Direction,Heating Method,Item Dimensions LxWxH,Smart Home Compatibility,Manufacturer Warranty,Tonnage,PRICE,USE,Handling Time,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Satisfaction,Add To Watchlist,Customer Service,International Shipping,We Dont Accept PO BOX,Heating Wattage,Heater Style,Recommended Environment,Time Control,Room Coverage Area,Noise Level,Manufacturer Color,Height,Width,Assembled Product Dimensions (L x W x H),Power Type,Recommended Location,Assembled Product Weight,Manufacturer,Product Name,Thickness,Heating Product Type,Heating Technology Type,Heat Output,Heat rating (BTU/hour),Pack Size,ITEM HEIGHT,Current Rating,Global Brand License,Home Decor Style,Is Electric,Is Pet Friendly,Theme,Price Per Unit UOM,Count Per Pack,Finish,Number of Burners,Seating Capacity,Is Portable,Number of Drawers,Recommended Room,Count,Age Group,Color Category,Recommended Use,Gender,Actual Color,PPU Quantity of Units,Number of Shelves,Piece Count,Mount Type,Multipack Quantity,Is Powered,Maximum Room Size,Heating Element Type,Cord Length,Plug Type,SKU,Country of Origin,Depth,Form Factor,Input Voltage,Maximum Heat Power,Product Model,Timer,Weight (Approximate),Resistance Properties,Protection Properties,PackQty,Power (W),Oscillating / Non-Oscillating,Phase,Amps AC,kW,NEMA Plug Configuration,Manufacturers Warranty Length,BtuH Output,Safety Features,Hz,NumberOfItems,Watts,BTU Cooling Rating,Number of Cool Speeds,ProductType,Prop65_fl,Prop65Warning,Compressor Type,Origin,Certification,Model Number,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembled Height (in),Heating Area (sq ft),Total BTU,Housing Material,Assembled Width (in),Outdoor Living Product Type,Gift,Shipping,Binding,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,Label,Item model number,Warranty Description,Product Dimensions,Batteries Required?,Length,Is Discontinued By Manufacturer,Heating power,Waterproof rating,manufacturer_part_number,Model No.,Product,Size Type,Bundle Listing,Heating BTU,Batteries Required,package_length,Pattern Name,Cooling Method,Restricted States,Item,Includes,Weight,For Use With,Number of Batteries,Battery Size,Battery Included,Motor Type,Battery Capacity,Battery Life,Voltage Type,Voltage Range,Volume,Import Designation,Department,Finish Types,Number of Pieces,Included Components,item_width,item_length,Compatible Brand,Compatible Model,Connectivity,Stove Type Compatibility,Installation,Memory Card(s) Supported,Playable Media Format,Maximum Magnification,Fan,Heat Settings,Its for,Unit Quantity,Return,Bulb Type,Mount Location,Tax,Number of Elements,Product Length (in),Package,Prop 65,Overall Width,Collection,TAX,Returns,Handling Time:,Questions,ASIN,Thermostat,Baseboard Heating Type,Hydronic,Vented
"Remington Space Heater Forced Air Propane Outdoor Adjustable Height 60,000 BTU",81.03, , ,,Remington,Propane,Heater,,,,,,,REM-60V-GFA-O,,,,,,,,,,,,REM-60V-GFA-O,,,,,,,,,,,,,,Black,,657888160601,,,,,,,,,,,,,,,"60,000",,,,REM-60V-GFA-O,7.5,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 1500 Watt 2 Speed Ceramic Oscillating Tower Heater with Remote 751320,84.99,117 sold,"['I giving it 4 stars because when I started it for the first time.. It gave weird smell for about an hour or so. After that it has been working excellent. Its very easy to setup. Nothing much needed, just plug and start. It comes with a remote control using which we can control the temperature and speed. When I was at graduate school, my friend used to have it for his room since that room used to be cold in our apartment. It used to work fine there, so I purchased for my room at my current apartment. ', ""I really haven't had to use it yet, for my apartment gets very warm because of the sun coming in on my windows which face west, but I did try it out and it is certainly easy to use."", 'This is an awesome heater for the price that I have paid.Pros:1. It can warm up the room quickly with different temperature setup2. It has the auto feature where it goes to sleep mode when the temperature in room reaches the set value and restarts whenever it goes lower beyond the set value3. It can oscillate like a tower fan and distribute the heat across the room4. Its light weightCons:1. It has the remote but during night you cant see the temperature that we have set on this humidifier. Having a display in the remote or on the humidifier itself', ""This is the second one I've purchased. The heater itself is a good value, and the oscillating feature, and remote control are an added bonus. Used my first purchase in my camper (2 years and still going strong). This one's for our home's enclosed porch."", ""I think the heater works well, But when you have a power outage you have to reset it to keep area warm. The controls don't allow it to pick up where, hear left off trying to heat area.   So that make this heater, not reliable for keeping kids warm, pets,  plants.  In the areas I have lived would even help prevent frozen water lines.  I makes heater like this only good for you if, your attending it.  If this heat had manual controls it would be better. or had a program to reboot and maintain a pre-set temp,  by factory or,  by the user.  Myself I like a electric  heater that works  as lone as I have power.  And  starts back up after a power outage.  Have a great day."", ""This heater doesn't oscillate on all the temperatures. Only oscillates from 75 and up."", 'Got this heater for my camp trailer. Might as well use a candle for heat.  . It would be fine if it had a fan inside it. Cant use it will look for something else that blows the heat out . Very disappointed !', 'I wish I could set temperature between 65 and 70, otherwise very good heater', ""What can you say, they are quite, thermostat adjustable, put out a tremendous amount of heat for their size, timered, remote control and oscillates.With out question best heaters that are portable I've ever owned."", 'When my other heater died I ordered the Lasko heater because I know that Lasko products are well made and have a good reputation. I am enjoying the heater in my some what cool basement music room. The features are great. With temperature control and timer. I could not ask for anything better.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,,,,,,,,Ceramic Tower Heater with Remote Control,,,,,,,,,,,,LKO-751320,,,,,,,,,,046013768001,,,,,,046013768001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuraHeat Portable Electric Space Heater 1500-Watt Pivoting Base,80.69,Last item available,"[""I am somewhat disappointed with this heater.  I work in a large open workspace and winter mornings can be uncomfortable with lower temperatures.  I purchased this heater with the impression that it force out a strong powerful heat.  It surely looks the part.  When I plugged it in, I realized that it didn't put out any more forced hot air than the cheap Walmart heaters. When it heats up, it does warm up an area in my house without problem, but rather useless where I work.  Its also not affective in my garage. My garage is not insulated. Again, the purpose of this heater was to have a reliable source of warm air to work in my garage.  It simply does not have the blower power that it looks to have. Its a good space heater for any room, but not  what I needed it for.  I am disappointed. These should be made with a more powerful blower."", ""Pros - quiet operation.Con - gives off about as much heat as a candle.Do not recommend this product for cold applications.If the room was in the 40's (F) or 50's (F) maybe this would work.  I used it in my garage with a starting temp of 34 (F) and the coils never even glowed.  Gave off some heat but could hold me hand directly in front of the unit for an extended period of time.  Also the picture on the box showed the inner coil glowing, which gives you a sense this unit puts out some heat.  That doesn't happen either.  Would maybe use this in a office setting but not in a work shop."", 'I bought this product  because I have a moderate problem with bed bugs and I know heat is supposed to be one of the methods of killing these bugs. I have not tried using it for this purpose yet but I have used it in my bathroom to see if it would help dry wet clothes which worked well and it also helped me to see how well it heated and see if maybe if it could be a possibility for killing the bugs I have a problem with. not sure if it strong enough for this idea but works great for helping dry clothes and heat a small bathroom. I would suggest anyone trying to use it for any of these purposes closely moniter this heater and not leaving it on when leaving their home or for extended lengths of time , but it is a nice little heater and I would recommend it.', ""Purchases this item because I just poker games in my garage and living in Chicago and being in the winter we needed a heater to help out during game time. I put the heater in max mode and not matter what it just wasn't throwing out enough heat.You literally have to be right in front of the heater to feel anything. I wanted something affordable that was not powered by propane however they do say u get what you paid for."", ""I bought two of these for my garage and disregarded the previous reviews i read. The fan barely puts air out. It gets hot, but the fan almost seems like the motor is junk. I'll still use it. I'll just put a box fan behind it so it can actually move heat around."", ""The heater is built well and is safe however its useless in a garage or outdoors. I would recommend it for use in a indoor room or basement environment where it doesn't have to compete with more harsh temperatures. Not exactly what I was hoping for!"", 'This looks good in the pictures, but is a terrible heater. The forced air is a joke. Plus it does not get hot. With the thermostat on high, after 15 minutes, I could still hold my hand about six inches in front of the grill. Very disappointed.', 'I thought I was going to buy this to upgrade the heater I use at work in the shop. I ended up just putting it in my car that I’m working on on the side of my house. It gets to about 80° inside just a car. I don’t expect it would be able to heat the shop. The fan is very weak as well.', 'It is good product for the price, it is slow on heating a large area but keeps it at a good temperature.', 'It came in a timely manner and works great as long as its pointed at you. Give it a little time and it does warm a small space up']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",DuraHeat,Electric,"Forced Air/Fan Heater, Electric Portable Heater",Forced Air,"Garage, Wall",,"Metal, Steel",Variable,Dial,EUH1500,120 V,"Handle, Indoor",,1500,,,,,,250 to 499sq ft,"8 in, 8in.",EUH1500,,,,,,,,,,0013204415006,,,,Multicolor,,0013204415006,,24hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infray Space Heater, 1500W Oscillating Ceramic Tower Heater, Portable Fast Heati",, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Corded Electric,Tower Heater,Forced Air/Fan,Floor,,Ceramic,3,"Digital, Push Button, Remote Control",NA,120 V,"Auto Shut-off, Oscillation, Timer",,1001-1500 W,Coil,Stainless Steel,Less Than 80%,41-50 dB,1500W/5118BTU,161,6,NA,NA,6,16,NA,A - G,,,,,,,,,Black,,313092283238,,,,,,,,,,,,,,,,,,,,,,,5 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TPI Corp Portable Electric Heater. Great for Garages, Job Sites, Patios & More!",84.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TPI,Electric,Portable Heater,,Floor,,"Ceramic, Steel",1,Switch,TPI 178 TMC,120 V,"Portable, Auto Shut-off",,,,,,,5000-5999 BTU,,,04459302,,,,,,,,,,,,,,Yellow,,0686334445931,,,th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR. HEATER Male Plug F276328 Pack of 6,82.22,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",MR. HEATER,,,,,,,,,,,,,,,,,,,,,F276328,,,,,,,,,,,,,,,,089301763289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Ceramic Tower Heater Programmable Thermostat Oscillation Remote Control,82.18,30-day returns,"['Very nice heater!  It oscillates back and forth and keeps a pretty constant temperature in a medium sized space.  The remote works well and I am happy with this purchase', 'This little ceramic heater is wonderful!  It is loaded with features including oscillating and has a remote control with it.  It works like a charm very quietly and automatically according to the thermostat control.  I highly recommend this space heater!', ""My office is in the lower level of the house which is naturally colder than the rest of my home. Rather than heat up the whole house to warm this one room this Lasko heater does a terrfic job of keeping me comfortable even on the coldest days.It's quiet, efficient, and just does the job."", 'heats up a room quickly and quietly.... well made verses the earlier models..', 'Took for ever to warm a sun room of 10 x 12, than it didnt even bring it up to 70 degrees, was on most of the day. .  heat output was not that good. Will never purchase anyone. Price was way to much for the quality of how well it worked.', ""Couldn't find a more inexpensive excellent quality space heater. Just ordered another!"", 'Solid model. Quiet does the job well. Worth the buy.', 'Good products. Thanks.', 'I received mine in the mail turned it on only lasted one day and stopped working. Do not recommend this product at all to anyone']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Tower,Convection,,,,2,"Digital, Touch, Remote Control",Lasko 5586,120 V,Timer,,,,,,,,,,5586,,,,,,,,,,,,,,Gray,,0024070570416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater 400-Watt Oil-Filled Convection Heating Slim Compact White,81.83,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",NewAir,Electric,Portable Heater,Convection,Floor,,Plastic,1 Heat,,,120 V,,,,,,,,,100 sq ft or Less,,AH-400,,,,,,,,,,07445036937914,,,,White,,7445036937914,,,,,,,,,Indoor,,,,,,,,,,,,,,,Small,5,Thermostat,400,Whites,40,Dial,Oil-Filled,21,3.3,ETL Listed,Tip-Over Safety Switch,16.5,72,120,Electric,6.45,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Ceramic Oscillating Space Heater Compact Indoor Stylish Remote Control,82.39, ,"[""This is the 3rd purchase of the same heater.  1st for one of my sons, 2nd for my boss and 3rd to replace a noisy old heater at my desk.  Not only does it produce heat well but it is also is aesthetically pleasing in an office setting.  Those points combined with many levels of heat to chose from and a remote control feature to boot...perfection!!  Three purchases and each for less than $60...it's a winner!!"", ""The reason I wanted this heater was I needed supplemental heat to my daughters room which is the furthest from the central heating system and surrounded by three ouside walls. Have been using a small oscillating ceramic heater for a couple years, but not thermostat controlled. Love the Lasko, cause it heats room evenly and quickly! Love that it does shut down when it get's up to the right temp. I would reccomend this heater to anyone. You can not however use thermostat control on LO setting. Only on High. Also like the overall appearance of it. Nice product!"", 'It would be great if it would operate in Automatic via the Thermostat on Low. It will not though as it will default to Max and if you set a temperature it reverts back to High mode which blows my Breaker! A nice design with a great oscillation feature. If you can run it on High which draws 12-14 Amps then it will work well for you! Why they disable temperature controlled operation in Low mode is baffling to me! ', 'This heater is a pretty good source of additional warmth where you need it. You may get tired of people asking you what it is though... It will not heat an entire home, but in my 22x28 living room, it does a pretty good job warming things up. Quiet and pretty. The remote works great, (even though it is almost as weird of a shape as the heater).', ""The heater is very dependable , I've had one for 1 year now. I have purchased two additional for other rooms. These units do the job of heating rooms well. They're very fashionable convenient."", 'first off gotta say this heater warms a medium size room very fast..and very wellalso easy to operate. only problem is the heater is very noise. looked over the reviewspeople said very quit very little sound NOT true loud fan and when oscillating is onmakes a verroom verroom sound [ best way to describe it]  gonna need to get out theear plugs gave it four stars for its heating', ""This little heater is great for taking the chill out of the air. My cottage is under 1000 ft, and the kitchen and living room are open to each other and I typically keep the temp at 66-68 24x7. Because of that vast space I originally had my doubts but now that I have used it for a week, it does a great job. It definately raises the temp a few degress which makes a big difference for me. (Don't rely on this heater being your main source of heat but rather as a supplement)."", ""expertbenefitsI haven't had it too long but it fits my purpose. I have central hearing but being an older place that I just got and having colder weather than usual, it just wasn't enough.  I have used it mostly for showers inn one bathroom and have an e-heater in the other one so I am all set. I like that this is portable so that I can move it around. It has a good range of settings, changes quickly. I actually read about it in Consumer Reports and looked on eBay so I got it.  The stand keeps it stable. It kind of cute too!"", 'I like the design of the heater very much and it certainly has enough output to heat what I intended it for.  I also like the features that it offers.  The only thing that I wish it did and it does not do is turn back on when the thermostat goes below what it is set at as well as turn off when it reaches the temperature.  All in all though, it is a good value and I have been pleased with it.', ""Granted it's not more than 1000 square feet, but this pretty little heater sits in the center of my house and keeps the whole house comfortable.  It has a thermostat,  (only 5 degree increments) but still will save me money by shutting off when the room is warm enough.  It has a convenient remote control.  First time I used it I smelled some electrical burning sent.  It only lasted a little while.  Seems fine now.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Does not apply,Convection,Desk/Tabletop,,Plastic,2,"Switch, Remote Control, Digital",,120 V,Timer,,,Coil,Brass,Less Than 80%,Standard,Less Than 2000 BTU,,"8.25in., 8.25 in",6435,3 or Less,,,1 gal or Less (5 L),,,,,,07445035738703,,,,Beige,,7445035738703,,,,,,,,,Indoor,,,,,,,,2019,300,,,,,,Small,8.25,"Oscillating,Remote Control,Thermostat,Timer",1500,Browns / Tans,150,Electronic,Ceramic,8.25,12.5,ETL Listed,"Auto Shut Off,Cool-to-the-Touch,Nonslip Base",16.5,72 in,120,Electric,8,Does not apply,HC-12a,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ceramic Space Heater,Asterion 1500W Portable Oscillating Electric Heater with Ad",84.66, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,Corded Electric,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0313115959935,,,,Black,,313115959935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,"Forced Air, Convection",8.9 x 6.8 x 13.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
