Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,UPC,Color,Timer Control,Refrigerant,Year Manufactured,Smart Home Compatibility,Air Direction,Cable Length,Current Rating,Tonnage,Smart Home Protocol,Location,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Assembled Product Weight,Manufacturer,ISBN,Country/Region of Manufacture,Power (W),Unit Type,Design,Voltage Supply,Custom Bundle,Energy Star,Manufacturer Warranty,Product Weight (lb),Baseboard Heating Type,Hydronic,Product Width (in),Product Height (in),Product Length (in),Power/Fuel Type,Thermostat,Heating Product Type,Wattage (watts),Voltage (volts),Heat rating (BTU/hour),Product Depth (in),Heating Technology Type,Vented,Certifications and Listings,Bundle Listing,Part/Accessory Type,Style,Heater Style,Area Heated (Sq Ft),Heater Controls,Room Size,Heater Type,Amperage (amps),Voice Control Hub Required,Color Family,Portable Heater Safety Features,Cord Length (in),Indoor/Outdoor,Remote Access,Portable Heater Features,Smart Home,Requires Hub?,Works With,Power Options,Size,Heating Method,Item Dimensions LxWxH,Heat Output,Style Name,Power Type,Recommended Location,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Hanger Type,Number of Bars,Heating Wattage,Length,Width,Height,SKU,Item model number,Warranty Description,Assembly Required,Product Dimensions,Country of Origin,Batteries Required?,Item Weight,Number of Pieces,Included Components,Model No.,Wattage,Battery Size,Depth,Number of Batteries,Battery Life,Motor Type,Battery Included,Bundle Description,Weight,Battery Capacity,UL Listed,Energy Rating,SHIPPING,RETURN,ITEM LOCATION,International buyers,New Title,Prop65_fl,Prop65Warning,Manufacturer Color,Recommended Environment,Resistance Properties,ItemWidth,ItemLength,ItemHeight,item_width,item_length,Fuel Type,Room,Suitable For,Watts,Binding,Warranty,Studio,Publisher,ProductTypeName,PackageQuantity,NumberOfItems,Label,ProductGroup,750 Watts,1500 Watts,Living Room Safe,Bedroom Safe,Stage,Approved,Mobile Home Safe,frequency,state limitations,Number of Cool Speeds,Price,USA Seller,Product use,Customer service,Limited time offer,Shipping Exclusions,manufacturer_part_number,Pack Size,Fit,Quality,Tax,Heating Element Type,Cord Length,Plug Type,Heating BTU,Watt,Dimension,Item Weight Major,package_length,PartNumber,Platform,PackageHeight,PackageLength,PackageWidth,PackageWeight,ItemWeight,Package Condition,Package Contents,Cosmetic Condition,Functionality Check I,Functionality Check II,Second eBay Category,Set Includes,Gift
"Lifesmart 6 Element 1500W Portable Electric Infrared Quartz Space Heater, Indoor",99.0, ,"[""Have just received and used it for testing only. Very easy to use after reading users guide. Strong fan to disperse heat quickly. The casing doesn't get too hot at the touch to move during use. I am operating it via the remote control which is fantastic. Thanks for including a second remote control to use as needed. A perk most companies overlook. The operation panel in the front is easy to see and read. Unit is not small in size, but it's designed for function over look.It's a great item that I highly recommend."", ""I'm probably would return this if it were from a brick and mortar store but don't want to pay return shipping. The unit puts out a lot of heat but you also feel the cool blowing air with the heat....it's sort of strange. The fan is very loud. Also the heating element goes out at times. Not sure what that is about. Think it could be going bad already...going to give it more time to see if that keeps happening."", 'It is easy to understand the directions on operation. It works very well for extra heat source.  I really like it and will recommend it to anyone.', ""For the last 4 year's we heated our house with the radiator style heaters it took 5 of them to keep up with the cold weather here in south Dakota this year we tried our new heater and are completely amazed just one and its keeping the whole house warm its 11 degrees out side the house is at 72 degrees very happy customer."", 'Received quickly (very fast), works perfectly for my garage (2 car) &amp; just as described!', 'This works great to keep my office warm day and night.  The economy feature is great.', 'Black metal one is noisy...wood one is good', 'Works great really quiet', 'works very well   love it']","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",LifeSmart,Electric,Portable Heater,Infrared,Floor,,,3,,,120 V,Timer,,1001-1500 W,,,,,,Greater Than 1000 sq ft,,LS-6DMIQH-X,,,,,,,,,,,817223014208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Space Heater with Digital Display - Remote Control 23-Inch 1500-Watt,96.62,30-day returns,"[""I've used three of these units for years now, snd regard them highly."", 'Works great. Easy to follow instructions. Comes with a remote. I purchase this one based on customer reviews.', 'DURABILITY I HAVE NOT USED IT ENOUGH TO MAKE THAT CALL. .I BELIEVE ITS THE BEST HEATER I HAVE EVER USED.', 'This is the second Lasko. The first one broke down after 6 years. So i decided to buy the same brand because the safety is the utmost concern.', 'This is the second Lasko tower heater I have purchased.They have upgraded the controls and are now eaasier to use. We use it in our 5th wheel travel trailer to supplement and take some of the load off of our gas furnace. I highly recommend this heater.', 'It warms up a 12x12 room quickly.  I have  had no problem with it so far, and is easy to use.', 'I Have a Lasko Fan / Heater like this one after a few years the fan without the heater function stopped working and the function buttons on the top of the unit will  not work anymore.  The unit will not power on without the Remote Control and many of the functions that are on the Control portion on the top of the heater are not on the Remote Control. I have had many Space Heaters and in my opinion Lasko is at the bottom of the barrel.  They definitely put out more noise than Heat.  I have had a couple of Lasko Fans and their motors burn out quickly.  I will not buy anymore Lasko products in the future.', 'Good heat fast', ""Heater was easy to use and decent size. It's my first heater and so far it's pretty cool."", 'right size for my sewing room']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Tower Heater,,,,Ceramic,2 Heat,,5160,,,,,,,,,,,,5160,,,,,,,,,,0046013764713,0046013764713,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Kotatsu Heater MHU-601E(DK) ,99.0,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",METRO Electricity,Electric,Kotatsu,Halogen,Desk/Tabletop,,,,,MHU-601E(DK),100 V,,,501-600 W,,,,,,,,MHU-601E(DK),,,,,,,,,,, 4948309101669,Black,,,,,,,,,,,,,,,,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Low Profile 1500-Watt Electric Silent Room Space Heater Digital Display,99.36,Last item available,"[""I apologize for taking so long to rate your product but it has been great ever since I received it great use it's very quiet just like you said and I love it"", ""Very nice heater. Super quiet! I am using it in what was a screened-in lanai (remodeled into a 4-season sunroom). With all these windows it gets chilly in here at times, even though the room has central heat. This Lasko heater is just the thing to take the chill out of the room. I can't speak to its longevity, as I have only had it a few weeks, but it seems very well made."", 'My only reservation is it is a little on the large side, but it is working great so far.', 'Unit works well.No complaints.Have owned for 2 yearsComes in handy when the furnace sometimes breaks down. Or to take the chill off a basement bedroom.I Would buy again.But remember, it’s electric and the electric meter spins like a top', 'It works great and is silent other than the chirping to let you know the temp is increasing. I need another one. I highly recommend it.', 'I didn’t realize before purchase the top of the heater was metal. Was going to use for my kitchen but not with a toddler running around who could potentially touch and burn their hand. It’ll work best for my basement as I needed something for there too.', 'Sturdy build with great features. However, I wish it comes with a remote then this wold be perfect heater.', 'This was purchased to heat a room whose temperature varied greatly from night to day  It works perfectly, soundlessly, and draft free.  The temperature in the room stays steady at between 68 and 70 just what is needed to grow phalenopsis orchids.  We love it.', 'Ive Had it On 90 Degrees For TWO HoursLess Than THREE Feet In Back Of Me..... In A SMALL Office AreaThats My Shadow In The Photo.And I Felt NOTHING!', 'Thank you very much and have a great day.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,"Electric Portable Heater, Baseboard Heater",Convection,Portable,,"Metal,Ceramic, Ceramic,Metal, Ceramic, Metal",1 Heat,"Switch, Switch,Digital, Digital, Electronic, Digital,Switch",5622,120 V,"Display, Handle, Timer, Digital Thermostat, 1500W, Thermostat,Timer, Auto-OFF!, Carrying Handle, Digital Thermostat, Display, Timer, Thermostat,Carrying Handle,Timer, Quartz, Adjustable Thermostat, Timer Included, Silent, Remote Control, Overheat Protection, Heater, Silent Operation, Silent,Portable, Handle,Digital Display,Nonslip BASE,Timer,Automatic Shutoff,Tip-Over Safety Switch,Thermostat, Indoor, Portable, Digital Display, Power Indicator, Heating, Tip-Over Safety Switch, Carrying Handle,Thermostat,Timer, Thermostat,Silent,1500 Watts,Auto-OFF!,Portable, Portable,Vent Free, Handle Thermostat Overload Protection Tip-Over Cut-OFF! Switch, Vent Free, for spot heating at home or office,this portable heater is the perfect solution,comes in white color is sure to beautify your room,electric heating - allows immediate relief from th,keep your bedroom comfortable with 1.50 kw heating, Timer Included, Portable,Silent Operation,Thermostat,Timer,Power Indicator,Remote Control,Overheat Protection,Vent Free, Automatic Shutoff,Digital Display,Nonslip BASE,Thermostat",,1500,,Metal,N/A,None,N/A,250 to 499 sq ft,5.5,5622,N/A,,,,,,,,,0046013763297,0046013763297,White,8 Hours,,,,,,,,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm Heat Storm Deluxe Infrared Wall Heater,96.25, ,"['It works great in our Master Bath, the furthest from our pellet stove in the great room.', 'Works well takes up no space at all, great for our bedrooms in our old house.', 'I highly recommend this Heat Storm heater. I have 2 more just like it and they have been heating my ceramic shed 12 ft by 15 ft for 2 years all through the winter. Set them at 45 degrees and just let them go. No problems, quiet and efficient.', 'this heater is real easy to install and heats up a room fast I love this product', 'Love it. Plugged it in, turned it on, and have been enjoying it ever since.', 'I am disappointed that I have to pay a sales tax on this item. Is this a California sales tax?', 'PRODUCT WORKS GOOD FOR A 10X10 ROOM BUT NO BIGGER! ']",,Heat Storm,Electric,"Infrared Bulb Heater, Forced Air/Fan",Forced Air,Wall,,Plastic,2,"Remote Control, Digital, Touch",HS-1000-WX,120 V,Indoor,,1000,,,,,3100,500 sq ft,13 in,HS-1000-WX,,,,,,,,,,,0689744872106,"Red, White",,,,,,,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial PTC Fan Heater 220V AC Incubator PTC Thermistor 700W To 1000W 1pc ,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Fan,Electric Heater Parts,,,,,,,Fan Heater,220 V,,,,,,,,,,,Fan Heater,,,,,,,,,,,Does not apply,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VULCAN FTH20B-B Finned Tubular Heating Element,240V",98.27, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Vulcan,,Finned Tubular Heater Elements,,,,Steel,1,,FTH20B-B,240 V,,,,,,,,,,,RE8-1000B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heat Storm Tradesman 1,500-Watt Electric Outdoor Infrared Quartz Space Heater",100.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Heat Storm,Electric,Portable Heater,Infrared,Floor,,Aluminum,1,Remote Control,Hs-1500 TT-R,120 V,,,1001-1500 W,,,,,5000-5999 BTU,,,,,,,,,,,,,,850007724283,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm HS-1500-TT 1500W Infrared Space Heater with Tripod ,100.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Heat Storm,Electric,Portable Heater,Infrared,"Floor, Wall",,Aluminum,1,Switch,Heat Storm HS-1500-TT,110 V,,,1001-1500 W,Coil,Steel,,None,5000-5999 BTU,251-300 sq ft,8 in,HS-1500-TT,,,24 in,,,,,,,,0854271005277,Silver,,,,,1-Way,13 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Glide Vortex Heater Glide Heat,98.99,30-day returns,"['I have had this Vornado Whole Room Space Heater for over a 1 month. It is NOT a hot heat but a warm heat. It tempers the air. Materials were good just not a adequate room heater. It did not do what I expected. It had its pluses but the reason I reject this product is: IT IS NOT COST EFFECTIVE. I got my electric bill and did jump substantially. Cost of operation vs. efficiency is not worth it. I am not condemning this product I was just disappointed.', ""I've bought many electric heaters through the years.......this one seems much better quality than I can purchase in the store and it exceeds my expectations."", 'This HOT Saharan desert wind machine conquers and dominates all that wants to be cold. No one ever needs to be chilled again with a HOT VORNADO Area Heater!', ""Thermostat never quite worked, always shutting off on it's own without tipping over or having anything blocking the heater intake. Now, after 2 months - it's dead. Can't get it to work at all. I was expecting more from an American made product. Sad."", 'This heater is good for a small room 10’x12’, within 15 minutes you can start to feel heat, and it’s a comfortable heat, not something just blowing on you.', 'I live in a basement and this heater warms up my entire basement . Got a great price and I would recommend this to anyone', 'The info on the whole room is not accurate. They need to add sizes if rooms it will heat. Returning for that reason only', 'We liked it so much we purchased a second one.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Vornado,,,,,,,,,,,,,,,,,,,,,EH1-0135-06,,,,,,,,,,0043765011959,043765011959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glide Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage HMM Cavendish beehive heater.,95.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",HMV,Electric,,Convection,,,Steel,1,Analog/Mechanical,,220 V,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 5572 Portable Electric 1500W Room Oscillating Ceramic Tower Space Heater,96.60,54 sold,"['I purchased the Lasko 5397 oscillating heater for my mom several years ago +- 5 YEARS AGO. She uses it almost year round because she is always cold. She lives in San Fransisco and if you know anything about Mark Twain you know he said the coldest winter he ever spent was a summer in S.F. She called me and informed me that the  \t5397  was making funny noises and had a weird smell. I went over and discovered that it was shorting out. While in the off mode, the top of the unit was getting hotter than it does when it is in use. I took it out of the house and replaced it with the Lasko 5572. I purchased it only a few days ago but already I can tell she likes it even better. The 5397 comes on a pedestal stand. This one pivots at the floor. Because it pivots at the floor, the heat reaches down further on her legs thus she is happier. Don\'t be fooled by the photo, the heating element does NOT come all the way down to the floor but it does come down further then the previous oscillating heater. Both models work great and both have a remote control but this one edges out the other just by the fact that it has a ""longer"" heating element. I love the fact that even when on for 4 hours at the highest setting, if she accidentally bumps up against it or brushes up against it she won\'t burn herself like she would with one of those dish looking heaters. You can touch ANY PART of these ""Ceramic"" heaters (while they are operational and functioning) and NOT burn yourself.', 'I have used a wood furnace for 30 years, but now to old to handle the wood. I purchased the Lasko 5572 heater to see if I could use it to help heat my house. As I had 220 baseboard heaters installed knowing I must give up the wood heat. I was totally supprised with the Lasko heater, it not only helped the baseboard heater,it took the place of the 220 baseboard heater. I had origanly purchased one Lasko heater to try in one room. After the great job it did, I purchased three  more of them. I finished up the winter, heating with the Lasko heaters.  I would recommend them to anyone needing a heater. And If I have to replace any one of the heaters I have, it will be with a Lasko 5572 heater.HJ of Missouri', ""We were absolutely thrilled with the size and capability of this room heater.  It's a little taller than the other Lasko portable heater and our decision to get it was a good one. For our needs, this one is perfect. "", 'I really enjoy my heater.  I live in Arizona where it is getting cooler at night now.  It is very efficient and quiet.', 'Heats small area immediately in the morning, with an increase of 5-10 degrees in temperature within 15 minutes.  Easy to operate, with remote.  As usual: follow directions in the manufacturers manual for best results!', ""Wow, does this put out some heat, and like now..  Don't have to wait for anything to warm up  immediate heat..  2 modes low 900w and high 1500w..  Plus you can set it from 39 degrees to 90 degrees and to kick on automatically if room gets below set temp..  This can almost heat my whole house..  Will prob heat at least 3 rooms.Led readouts are bright and clear, fan, remote, oscillates, has real buttons, not plastic film that will wear out, and stands tall.  Has handle for easy moving.. With gas prices doubling this winter, I'm turning to a space heater so I can lower the thermostat.. "", 'great heater, used it all winter, no problems, good price, fast delivery', ""I don't have this exact model, but I have two similar Lesco 1500w heaters w/digital displays w/remotes.  I bought the second one because one of our tenants lost the remote.  One is #5165, the other one is #755320, the only complaint I have on this model is I had to stick a piece of foam tale on the top of the carrying slot in back so my finger wouldn't slip out of the carrying slot when carrying the heater.  The other heater's slot is angled so your fingers don't slip out.  The one remote does control either heater.  I recommended my satisfaction to a friend and he bought one and is happy with it.  I don't know his model #. I've had the first hater 5 yrs and the second one 2 yrs and both work great."", ""Great heater. Warms my garage better than expected. I'm not scared to leave it on all night unattended."", ""Dose everything it's said it could do""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Tower Heater,,,,Ceramic,,"Switch, Remote Control, Digital",5572,120 V,"Timer, Oscillation",,,,,,,,,,5572,,,,,,,,,,0046013761491,0046013761491,"Silver, Gray, Black",,,,,,,,,,Bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
